图片: B01
候选框数量: 100
权重: W_AES=0.29 W_CONTENT=0.2 W_THIRDS=0.22 W_CENTER=0.3 W_DEP=-0.25 W_CLIP_PEN=0.6 W_MISSING_PEN=-0.5

【最佳取景框】
  中心表示: (center_x=403.0, center_y=171.5, width=296.0, height=221.0)
  49  0.660  0.260  0.897  0.843  0.907  0.119  0.000  0.0  0.129  Y   -1  0.122  (70,58,277,212)
  50  0.658  0.434  0.860  0.883  0.583  0.131  0.000  0.0  0.062  Y   -1  0.122  (222,35,429,189)
  51  0.652  0.249  0.846  0.925  0.846  0.155  0.000  0.0  0.115  Y   -1  0.159  (41,33,277,209)
  52  0.651  0.529  0.933  0.950  0.465  0.412  0.000  0.0  0.970  N    0  0.159  (247,165,483,341)
  53  0.646  0.452  0.865  0.828  0.585  0.145  0.000  0.0  0.089  Y   -1  0.159  (177,14,413,190)
  54  0.645  0.475  0.842  0.820  0.560  0.130  0.000  0.0  0.087  Y   -1  0.159  (217,21,453,197)
  55  0.644  0.217  0.931  0.910  0.790  0.156  0.000  0.0  0.050  Y   -1  0.122  (124,32,331,186)
  56  0.634  0.347  0.901  0.831  0.678  0.164  0.000  0.0  0.071  Y   -1  0.159  (123,11,359,187)
  57  0.628  0.598  0.948  0.718  0.460  0.296  0.000  0.0  0.987  N    0  0.159  (224,134,460,310)
  58  0.616  0.239  0.659  0.936  0.822  0.122  0.000  0.0  0.502  Y   -1  0.159  (1,77,237,253)
  59  0.614  0.584  0.967  0.691  0.978  0.857  0.000  0.0  0.965  N    3  0.250  (77,150,373,371)
  60  0.607  0.149  0.795  0.862  0.889  0.111  0.000  0.0  0.111  Y   -1  0.122  (43,57,250,211)
  61  0.606  0.430  0.770  0.852  0.452  0.127  0.000  0.0  0.069  Y   -1  0.159  (208,4,444,180)
  62  0.605  0.254  0.896  0.838  0.668  0.155  0.000  0.0  0.054  Y   -1  0.122  (151,25,358,179)
  63  0.604  0.314  0.856  0.848  0.571  0.143  0.000  0.0  0.060  Y   -1  0.122  (186,22,393,176)
  64  0.596  0.198  0.721  0.836  0.893  0.139  0.000  0.0  0.250  Y   -1  0.159  (6,49,242,225)
  65  0.596  0.686  0.948  0.763  0.374  0.616  0.000  0.0  0.991  N    0  0.250  (166,122,462,343)
  66  0.595  0.179  0.728  0.860  0.900  0.164  0.000  0.0  0.095  Y   -1  0.159  (0,32,236,208)
  67  0.595  0.518  0.595  0.897  0.324  0.094  0.000  0.0  0.049  Y   -1  0.159  (257,3,493,179)
  68  0.595  0.357  0.821  0.795  0.587  0.161  0.000  0.0  0.060  Y   -1  0.159  (131,0,367,176)
  69  0.592  0.395  0.766  0.838  0.433  0.099  0.000  0.0  0.048  Y   -1  0.122  (273,35,480,189)
  70  0.576  0.175  0.815  0.898  0.664  0.178  0.000  0.0  0.045  Y   -1  0.159  (75,0,311,176)
  71  0.574  0.661  0.707  0.635  0.441  0.284  0.000  0.0  0.949  N    0  0.122  (377,140,584,294)
  72  0.574  0.717  0.919  0.802  0.282  0.731  0.000  0.0  0.977  N    0  0.250  (173,156,469,377)
  73  0.570  0.327  0.770  0.825  0.493  0.141  0.000  0.0  0.073  Y   -1  0.159  (177,0,413,176)
  74  0.570  0.287  0.828  0.770  0.613  0.167  0.000  0.0  0.056  Y   -1  0.159  (115,0,351,176)
  75  0.542  0.028  0.684  0.852  0.904  0.126  0.000  0.0  0.078  Y   -1  0.122  (0,55,207,209)
  76  0.539  0.470  0.960  0.582  0.999  0.908  0.000  0.0  0.955  N    3  0.250  (40,154,336,375)
  77  0.508  0.680  0.692  0.863  0.278  0.874  0.000  0.0  0.952  N    0  0.360  (178,177,533,442)
  78  0.489  0.306  0.953  0.748  0.233  0.359  0.000  0.0  0.977  N    0  0.122  (239,174,446,328)
  79  0.421  0.842  0.900  0.985  0.558  0.204  0.500  0.0  0.960  N    0  0.250  (220,54,516,275)
  80  0.417  0.867  0.908  0.908  0.759  0.361  0.500  0.0  0.978  N    0  0.250  (212,97,508,318)
  81  0.417  0.319  0.743  0.732  0.216  0.504  0.000  0.0  0.963  N    0  0.159  (239,189,475,365)
  82  0.412  0.583  0.842  0.628  0.208  0.944  0.000  0.0  0.971  N    0  0.360  (125,163,480,428)
  83  0.407  0.778  0.887  0.806  0.931  0.246  0.500  0.0  0.965  N    0  0.159  (281,113,517,289)
  84  0.393  0.244  0.633  0.768  0.197  0.421  0.000  0.0  0.959  N    0  0.122  (272,199,479,353)
  85  0.387  0.323  0.873  0.590  0.165  0.537  0.000  0.0  0.975  N    0  0.159  (210,178,446,354)
  86  0.385  0.771  0.910  0.979  0.756  0.480  0.500  0.0  0.975  N    0  0.250  (221,126,517,347)
  87  0.371  0.603  0.874  0.896  0.782  0.168  0.486  0.0  0.955  N    0  0.122  (312,109,519,263)
  88  0.360  0.698  0.876  0.780  0.946  0.319  0.500  0.0  0.971  N    0  0.159  (282,135,518,311)
  89  0.360  0.372  0.652  0.708  0.180  0.744  0.000  0.0  0.956  N    0  0.250  (200,192,496,413)
  90  0.345  0.042  0.287  0.887  0.601  0.552  0.000  0.0  0.513  Y   -1  0.159  (328,238,564,414)
  91  0.302  0.576  0.851  0.882  0.737  0.346  0.500  0.0  0.961  N    0  0.122  (308,166,515,320)
  92  0.299  0.580  0.858  0.653  0.990  0.265  0.500  0.0  0.968  N    0  0.122  (308,141,515,295)
  93  0.298  0.000  0.243  0.893  0.463  0.556  0.000  0.0  0.502  Y   -1  0.159  (356,244,592,420)
  94  0.283  0.431  0.766  0.412  0.111  0.845  0.000  0.0  0.972  N    0  0.250  (155,183,451,404)
  95  0.252  0.486  0.876  0.908  0.623  0.413  0.500  0.0  0.962  N    0  0.159  (276,165,512,341)
  96  0.195  0.550  0.836  0.942  0.414  0.640  0.500  0.0  0.963  N    0  0.250  (213,164,509,385)
  97  0.161  0.145  0.303  0.462  0.087  0.552  0.000  0.0  0.521  Y   -1  0.159  (290,242,526,418)
  98  0.146  0.504  0.735  0.791  0.404  0.461  0.500  0.0  0.956  N    0  0.159  (275,182,511,358)
  99  -0.037  0.510  0.830  0.340  0.072  1.000  0.388  0.0  0.955  N    3  0.360  (71,177,426,442)
 100  -0.241  0.332  0.769  0.187  0.035  0.968  0.500  0.0  0.950  N    3  0.250  (95,196,391,417)
