图片: 1098
候选框数量: 100
LARGE_OBJECT_THRESHOLD=0.45, OBJECT_CLIP_PENALTY_WEIGHT=0.5, OBJECT_CLIP_FULL_PENALTY_AT=0.4, PENALTY_WEIGHT_IN_FINAL=0.5
 27. final=0.413 aes_norm=0.413 aes_raw=4.176 pen=0.000 rule=0.431 L=Y i= -1 box=(73,2,433,267) area_ratio=0.090
 28. final=0.409 aes_norm=0.409 aes_raw=4.174 pen=0.000 rule=0.421 L=Y i= -1 box=(2,1,362,266) area_ratio=0.090
 29. final=0.405 aes_norm=0.405 aes_raw=4.172 pen=0.000 rule=0.441 L=N i= -1 box=(21,233,441,543) area_ratio=0.122
 30. final=0.403 aes_norm=0.630 aes_raw=4.311 pen=0.454 rule=0.556 L=N i=  0 box=(509,248,1109,691) area_ratio=0.250
 31. final=0.397 aes_norm=0.647 aes_raw=4.322 pen=0.500 rule=0.459 L=Y i=  0 box=(239,214,959,745) area_ratio=0.360
 32. final=0.387 aes_norm=0.637 aes_raw=4.316 pen=0.500 rule=0.445 L=N i=  0 box=(426,322,1026,765) area_ratio=0.250
 33. final=0.365 aes_norm=0.365 aes_raw=4.147 pen=0.000 rule=0.439 L=N i= -1 box=(14,346,434,656) area_ratio=0.122
 34. final=0.350 aes_norm=0.586 aes_raw=4.284 pen=0.471 rule=0.528 L=N i=  0 box=(541,145,1141,588) area_ratio=0.250
 35. final=0.347 aes_norm=0.538 aes_raw=4.254 pen=0.382 rule=0.611 L=N i=  0 box=(579,255,1179,698) area_ratio=0.250
 36. final=0.340 aes_norm=0.340 aes_raw=4.131 pen=0.000 rule=0.432 L=N i= -1 box=(55,417,535,771) area_ratio=0.160
 37. final=0.336 aes_norm=0.336 aes_raw=4.129 pen=0.000 rule=0.446 L=N i= -1 box=(135,179,555,489) area_ratio=0.122
 38. final=0.336 aes_norm=0.336 aes_raw=4.129 pen=0.000 rule=0.446 L=N i= -1 box=(70,353,490,663) area_ratio=0.122
 39. final=0.336 aes_norm=0.336 aes_raw=4.129 pen=0.000 rule=0.405 L=N i= -1 box=(1,525,421,835) area_ratio=0.122
 40. final=0.326 aes_norm=0.326 aes_raw=4.123 pen=0.000 rule=0.450 L=N i= -1 box=(53,316,533,670) area_ratio=0.160
 41. final=0.323 aes_norm=0.323 aes_raw=4.121 pen=0.000 rule=0.420 L=N i= -1 box=(14,455,434,765) area_ratio=0.122
 42. final=0.322 aes_norm=0.322 aes_raw=4.120 pen=0.000 rule=0.456 L=N i= -1 box=(138,347,558,657) area_ratio=0.122
 43. final=0.319 aes_norm=0.319 aes_raw=4.118 pen=0.000 rule=0.443 L=N i= -1 box=(16,330,496,684) area_ratio=0.160
 44. final=0.318 aes_norm=0.560 aes_raw=4.268 pen=0.483 rule=0.531 L=N i=  0 box=(489,255,1089,698) area_ratio=0.250
 45. final=0.305 aes_norm=0.305 aes_raw=4.110 pen=0.000 rule=0.483 L=Y i= -1 box=(0,532,480,886) area_ratio=0.160
 46. final=0.294 aes_norm=0.544 aes_raw=4.258 pen=0.500 rule=0.451 L=N i=  1 box=(620,576,1040,886) area_ratio=0.122
 47. final=0.293 aes_norm=0.293 aes_raw=4.102 pen=0.000 rule=0.417 L=Y i= -1 box=(62,57,422,322) area_ratio=0.090
 48. final=0.293 aes_norm=0.293 aes_raw=4.102 pen=0.000 rule=0.451 L=N i= -1 box=(15,280,495,634) area_ratio=0.160
 49. final=0.293 aes_norm=0.543 aes_raw=4.257 pen=0.500 rule=0.620 L=Y i=  1 box=(352,355,1072,886) area_ratio=0.360
 50. final=0.286 aes_norm=0.286 aes_raw=4.098 pen=0.000 rule=0.439 L=N i= -1 box=(24,358,504,712) area_ratio=0.160
 51. final=0.275 aes_norm=0.525 aes_raw=4.246 pen=0.500 rule=0.426 L=Y i=  0 box=(239,321,959,852) area_ratio=0.360
 52. final=0.270 aes_norm=0.462 aes_raw=4.207 pen=0.383 rule=0.607 L=N i=  0 box=(600,188,1200,631) area_ratio=0.250
 53. final=0.265 aes_norm=0.515 aes_raw=4.240 pen=0.500 rule=0.603 L=N i=  0 box=(600,276,1200,719) area_ratio=0.250
 54. final=0.264 aes_norm=0.514 aes_raw=4.240 pen=0.500 rule=0.448 L=Y i=  1 box=(244,355,964,886) area_ratio=0.360
 55. final=0.252 aes_norm=0.502 aes_raw=4.232 pen=0.500 rule=0.698 L=N i=  1 box=(780,576,1200,886) area_ratio=0.122
 56. final=0.248 aes_norm=0.339 aes_raw=4.131 pen=0.182 rule=0.800 L=N i=  0 box=(480,158,1200,689) area_ratio=0.360
 57. final=0.246 aes_norm=0.246 aes_raw=4.073 pen=0.000 rule=0.448 L=N i= -1 box=(67,195,547,549) area_ratio=0.160
 58. final=0.246 aes_norm=0.444 aes_raw=4.196 pen=0.396 rule=0.881 L=N i=  1 box=(460,355,1180,886) area_ratio=0.360
 59. final=0.234 aes_norm=0.234 aes_raw=4.065 pen=0.000 rule=0.432 L=N i= -1 box=(0,154,480,508) area_ratio=0.160
 60. final=0.216 aes_norm=0.466 aes_raw=4.210 pen=0.500 rule=0.531 L=N i=  0 box=(496,301,1096,744) area_ratio=0.250
 61. final=0.213 aes_norm=0.405 aes_raw=4.172 pen=0.383 rule=0.611 L=N i=  0 box=(600,232,1200,675) area_ratio=0.250
 62. final=0.212 aes_norm=0.212 aes_raw=4.052 pen=0.000 rule=0.503 L=Y i= -1 box=(79,479,559,833) area_ratio=0.160
 63. final=0.209 aes_norm=0.209 aes_raw=4.050 pen=0.000 rule=0.418 L=N i= -1 box=(90,522,510,832) area_ratio=0.122
 64. final=0.201 aes_norm=0.451 aes_raw=4.200 pen=0.500 rule=0.595 L=N i=  0 box=(600,321,1200,764) area_ratio=0.250
 65. final=0.195 aes_norm=0.195 aes_raw=4.041 pen=0.000 rule=0.445 L=N i= -1 box=(9,218,489,572) area_ratio=0.160
 66. final=0.192 aes_norm=0.442 aes_raw=4.194 pen=0.500 rule=0.607 L=N i=  0 box=(579,276,1179,719) area_ratio=0.250
 67. final=0.188 aes_norm=0.188 aes_raw=4.037 pen=0.000 rule=0.423 L=N i= -1 box=(0,425,480,779) area_ratio=0.160
 68. final=0.181 aes_norm=0.181 aes_raw=4.032 pen=0.000 rule=0.417 L=N i= -1 box=(11,469,491,823) area_ratio=0.160
 69. final=0.180 aes_norm=0.430 aes_raw=4.187 pen=0.500 rule=0.583 L=N i=  1 box=(701,576,1121,886) area_ratio=0.122
 70. final=0.158 aes_norm=0.158 aes_raw=4.018 pen=0.000 rule=0.426 L=N i= -1 box=(0,166,420,476) area_ratio=0.122
 71. final=0.156 aes_norm=0.406 aes_raw=4.172 pen=0.500 rule=0.831 L=N i=  0 box=(480,232,1200,763) area_ratio=0.360
 72. final=0.147 aes_norm=0.147 aes_raw=4.012 pen=0.000 rule=0.487 L=Y i= -1 box=(75,564,495,874) area_ratio=0.122
 73. final=0.131 aes_norm=0.131 aes_raw=4.002 pen=0.000 rule=0.438 L=N i= -1 box=(55,384,535,738) area_ratio=0.160
 74. final=0.131 aes_norm=0.131 aes_raw=4.001 pen=0.000 rule=0.425 L=N i= -1 box=(69,110,489,420) area_ratio=0.122
 75. final=0.128 aes_norm=0.378 aes_raw=4.155 pen=0.500 rule=0.744 L=N i=  0 box=(480,286,1200,817) area_ratio=0.360
 76. final=0.121 aes_norm=0.121 aes_raw=3.995 pen=0.000 rule=0.410 L=Y i= -1 box=(10,57,370,322) area_ratio=0.090
 77. final=0.118 aes_norm=0.368 aes_raw=4.149 pen=0.500 rule=0.431 L=N i=  0 box=(400,211,1000,654) area_ratio=0.250
 78. final=0.115 aes_norm=0.365 aes_raw=4.147 pen=0.500 rule=0.416 L=N i=  0 box=(458,372,1058,815) area_ratio=0.250
 79. final=0.108 aes_norm=0.108 aes_raw=3.987 pen=0.000 rule=0.437 L=N i= -1 box=(64,180,484,490) area_ratio=0.122
 80. final=0.104 aes_norm=0.354 aes_raw=4.140 pen=0.500 rule=0.542 L=N i=  0 box=(583,361,1183,804) area_ratio=0.250
 81. final=0.103 aes_norm=0.353 aes_raw=4.139 pen=0.500 rule=0.738 L=N i=  0 box=(411,211,1131,742) area_ratio=0.360
 82. final=0.096 aes_norm=0.346 aes_raw=4.135 pen=0.500 rule=0.428 L=Y i=  1 box=(544,532,1024,886) area_ratio=0.160
 83. final=0.093 aes_norm=0.343 aes_raw=4.133 pen=0.500 rule=0.593 L=N i=  0 box=(600,330,1200,773) area_ratio=0.250
 84. final=0.092 aes_norm=0.342 aes_raw=4.132 pen=0.500 rule=0.556 L=N i=  1 box=(596,532,1076,886) area_ratio=0.160
 85. final=0.089 aes_norm=0.339 aes_raw=4.130 pen=0.500 rule=0.790 L=N i=  0 box=(480,264,1200,795) area_ratio=0.360
 86. final=0.078 aes_norm=0.314 aes_raw=4.115 pen=0.473 rule=0.535 L=N i=  0 box=(506,170,1106,613) area_ratio=0.250
 87. final=0.072 aes_norm=0.322 aes_raw=4.120 pen=0.500 rule=0.835 L=N i=  0 box=(480,211,1200,742) area_ratio=0.360
 88. final=0.048 aes_norm=0.298 aes_raw=4.106 pen=0.500 rule=0.907 L=N i=  1 box=(600,443,1200,886) area_ratio=0.250
 89. final=0.045 aes_norm=0.295 aes_raw=4.104 pen=0.500 rule=0.841 L=N i=  0 box=(480,179,1200,710) area_ratio=0.360
 90. final=0.042 aes_norm=0.292 aes_raw=4.102 pen=0.500 rule=0.619 L=Y i=  1 box=(502,443,1102,886) area_ratio=0.250
 91. final=0.016 aes_norm=0.266 aes_raw=4.086 pen=0.500 rule=0.603 L=N i=  0 box=(579,299,1179,742) area_ratio=0.250
 92. final=-0.010 aes_norm=0.240 aes_raw=4.069 pen=0.500 rule=0.596 L=Y i=  1 box=(489,443,1089,886) area_ratio=0.250
 93. final=-0.014 aes_norm=0.236 aes_raw=4.067 pen=0.500 rule=0.481 L=N i=  0 box=(544,386,1144,829) area_ratio=0.250
 94. final=-0.019 aes_norm=0.172 aes_raw=4.027 pen=0.382 rule=0.615 L=N i=  0 box=(579,211,1179,654) area_ratio=0.250
 95. final=-0.068 aes_norm=0.182 aes_raw=4.033 pen=0.500 rule=0.533 L=Y i=  1 box=(452,443,1052,886) area_ratio=0.250
 96. final=-0.111 aes_norm=0.139 aes_raw=4.007 pen=0.500 rule=0.468 L=Y i=  1 box=(412,443,1012,886) area_ratio=0.250
 97. final=-0.127 aes_norm=0.123 aes_raw=3.997 pen=0.500 rule=0.411 L=N i=  1 box=(776,614,1136,879) area_ratio=0.090
 98. final=-0.165 aes_norm=0.085 aes_raw=3.973 pen=0.500 rule=0.574 L=N i=  1 box=(664,517,1144,871) area_ratio=0.160
 99. final=-0.226 aes_norm=0.024 aes_raw=3.935 pen=0.500 rule=0.525 L=N i=  1 box=(840,621,1200,886) area_ratio=0.090
100. final=-0.250 aes_norm=0.000 aes_raw=3.920 pen=0.500 rule=0.781 L=N i=  1 box=(720,532,1200,886) area_ratio=0.160
