图片: 556_h
候选框数量: 100
LARGE_OBJECT_THRESHOLD=0.45, OBJECT_CLIP_PENALTY_WEIGHT=0.5, OBJECT_CLIP_FULL_PENALTY_AT=0.4, PENALTY_WEIGHT_IN_FINAL=0.5

按 final_score 排序:
  1. final=0.750 aes_norm=1.000 aes_raw=5.251 pen=0.500 rule=0.872 L=Y i=  0 box=(137,232,356,579) area_ratio=0.359
  2. final=0.747 aes_norm=0.997 aes_raw=5.246 pen=0.500 rule=0.843 L=Y i=  0 box=(131,225,350,572) area_ratio=0.359
  3. final=0.735 aes_norm=0.985 aes_raw=5.227 pen=0.500 rule=0.875 L=Y i=  0 box=(131,232,350,579) area_ratio=0.359
  4. final=0.728 aes_norm=0.978 aes_raw=5.214 pen=0.500 rule=0.889 L=Y i=  0 box=(98,232,317,579) area_ratio=0.359
  5. final=0.703 aes_norm=0.953 aes_raw=5.172 pen=0.500 rule=0.887 L=Y i=  0 box=(104,232,323,579) area_ratio=0.359
  6. final=0.699 aes_norm=0.949 aes_raw=5.166 pen=0.500 rule=0.859 L=Y i=  0 box=(137,229,356,576) area_ratio=0.359
  7. final=0.692 aes_norm=0.942 aes_raw=5.155 pen=0.500 rule=0.935 L=Y i=  0 box=(149,288,332,577) area_ratio=0.250
  8. final=0.686 aes_norm=0.936 aes_raw=5.144 pen=0.500 rule=0.874 L=Y i=  0 box=(147,232,366,579) area_ratio=0.359
  9. final=0.685 aes_norm=0.935 aes_raw=5.142 pen=0.500 rule=0.918 L=Y i=  0 box=(177,288,360,577) area_ratio=0.250
 10. final=0.682 aes_norm=0.682 aes_raw=4.720 pen=0.000 rule=0.696 L=Y i=  0 box=(168,294,314,525) area_ratio=0.159
 11. final=0.679 aes_norm=0.929 aes_raw=5.133 pen=0.500 rule=0.789 L=Y i=  0 box=(149,260,332,549) area_ratio=0.250
 12. final=0.679 aes_norm=0.929 aes_raw=5.132 pen=0.500 rule=0.886 L=Y i=  0 box=(105,232,324,579) area_ratio=0.359
 13. final=0.672 aes_norm=0.922 aes_raw=5.120 pen=0.500 rule=0.931 L=Y i=  0 box=(128,290,311,579) area_ratio=0.250
 14. final=0.669 aes_norm=0.919 aes_raw=5.116 pen=0.500 rule=0.808 L=Y i=  0 box=(155,264,338,553) area_ratio=0.250
 15. final=0.668 aes_norm=0.918 aes_raw=5.115 pen=0.500 rule=0.755 L=Y i=  0 box=(187,337,315,539) area_ratio=0.122
 16. final=0.660 aes_norm=0.910 aes_raw=5.101 pen=0.500 rule=0.856 L=Y i=  0 box=(168,317,314,548) area_ratio=0.159
 17. final=0.659 aes_norm=0.909 aes_raw=5.100 pen=0.500 rule=0.932 L=Y i=  0 box=(155,290,338,579) area_ratio=0.250
 18. final=0.657 aes_norm=0.907 aes_raw=5.096 pen=0.500 rule=0.935 L=Y i=  0 box=(149,290,332,579) area_ratio=0.250
 19. final=0.652 aes_norm=0.902 aes_raw=5.088 pen=0.500 rule=0.862 L=Y i=  0 box=(118,290,301,579) area_ratio=0.250
 20. final=0.649 aes_norm=0.898 aes_raw=5.081 pen=0.497 rule=0.745 L=Y i=  0 box=(73,232,292,579) area_ratio=0.359
 21. final=0.646 aes_norm=0.896 aes_raw=5.077 pen=0.500 rule=0.904 L=Y i=  0 box=(182,290,365,579) area_ratio=0.250
 22. final=0.639 aes_norm=0.889 aes_raw=5.066 pen=0.500 rule=0.649 L=Y i=  0 box=(151,302,297,533) area_ratio=0.159
 23. final=0.636 aes_norm=0.886 aes_raw=5.061 pen=0.500 rule=0.898 L=Y i=  0 box=(151,280,334,569) area_ratio=0.250
 24. final=0.634 aes_norm=0.884 aes_raw=5.057 pen=0.500 rule=0.884 L=Y i=  0 box=(175,280,358,569) area_ratio=0.250
 25. final=0.633 aes_norm=0.633 aes_raw=4.639 pen=0.000 rule=0.723 L=Y i=  0 box=(174,298,320,529) area_ratio=0.159
 26. final=0.629 aes_norm=0.738 aes_raw=4.814 pen=0.219 rule=0.442 L=Y i=  0 box=(186,346,295,519) area_ratio=0.089
