图片: 5121
候选框数量: 100
LARGE_OBJECT_THRESHOLD=0.45, OBJECT_CLIP_PENALTY_WEIGHT=0.5, OBJECT_CLIP_FULL_PENALTY_AT=0.4, PENALTY_WEIGHT_IN_FINAL=0.5
 27. final=0.648 aes_norm=0.898 aes_raw=4.509 pen=0.500 rule=0.962 L=N i=  0 box=(331,95,842,479) area_ratio=0.359
 28. final=0.648 aes_norm=0.706 aes_raw=4.297 pen=0.116 rule=0.629 L=N i=  1 box=(427,102,853,422) area_ratio=0.250
 29. final=0.623 aes_norm=0.753 aes_raw=4.349 pen=0.259 rule=0.282 L=N i=  1 box=(416,146,757,402) area_ratio=0.160
 30. final=0.622 aes_norm=0.872 aes_raw=4.481 pen=0.500 rule=0.964 L=N i=  0 box=(334,108,845,492) area_ratio=0.359
 31. final=0.588 aes_norm=0.716 aes_raw=4.309 pen=0.255 rule=0.329 L=N i=  1 box=(406,123,747,379) area_ratio=0.160
 32. final=0.570 aes_norm=0.704 aes_raw=4.295 pen=0.267 rule=0.294 L=N i=  1 box=(416,120,757,376) area_ratio=0.160
 33. final=0.536 aes_norm=0.786 aes_raw=4.386 pen=0.500 rule=0.758 L=N i=  1 box=(247,127,758,511) area_ratio=0.359
 34. final=0.520 aes_norm=0.640 aes_raw=4.226 pen=0.240 rule=0.345 L=N i=  1 box=(419,134,760,390) area_ratio=0.160
 35. final=0.511 aes_norm=0.511 aes_raw=4.083 pen=0.000 rule=0.405 L=N i= -1 box=(46,0,344,224) area_ratio=0.122
 36. final=0.464 aes_norm=0.464 aes_raw=4.032 pen=0.000 rule=0.259 L=N i= -1 box=(120,0,333,160) area_ratio=0.062
 37. final=0.451 aes_norm=0.451 aes_raw=4.018 pen=0.000 rule=0.431 L=N i= -1 box=(4,106,345,362) area_ratio=0.160
 38. final=0.437 aes_norm=0.437 aes_raw=4.002 pen=0.000 rule=0.405 L=N i= -1 box=(0,3,341,259) area_ratio=0.160
 39. final=0.407 aes_norm=0.407 aes_raw=3.969 pen=0.000 rule=0.313 L=N i= -1 box=(1,1,256,193) area_ratio=0.090
 40. final=0.397 aes_norm=0.397 aes_raw=3.959 pen=0.000 rule=0.420 L=N i= -1 box=(39,36,380,292) area_ratio=0.160
 41. final=0.394 aes_norm=0.394 aes_raw=3.955 pen=0.000 rule=0.442 L=N i= -1 box=(11,144,352,400) area_ratio=0.160
 42. final=0.394 aes_norm=0.394 aes_raw=3.955 pen=0.000 rule=0.332 L=N i= -1 box=(98,4,353,196) area_ratio=0.090
 43. final=0.357 aes_norm=0.357 aes_raw=3.914 pen=0.000 rule=0.376 L=N i= -1 box=(65,240,320,432) area_ratio=0.090
 44. final=0.351 aes_norm=0.351 aes_raw=3.907 pen=0.000 rule=0.411 L=N i= -1 box=(0,30,341,286) area_ratio=0.160
 45. final=0.343 aes_norm=0.343 aes_raw=3.899 pen=0.000 rule=0.324 L=N i= -1 box=(61,0,316,192) area_ratio=0.090
 46. final=0.338 aes_norm=0.338 aes_raw=3.893 pen=0.000 rule=0.324 L=N i= -1 box=(5,45,260,237) area_ratio=0.090
 47. final=0.336 aes_norm=0.336 aes_raw=3.892 pen=0.000 rule=0.427 L=N i= -1 box=(15,82,356,338) area_ratio=0.160
 48. final=0.327 aes_norm=0.327 aes_raw=3.882 pen=0.000 rule=0.251 L=N i= -1 box=(122,284,292,412) area_ratio=0.040
 49. final=0.319 aes_norm=0.319 aes_raw=3.873 pen=0.000 rule=0.267 L=N i= -1 box=(167,0,380,160) area_ratio=0.062
 50. final=0.316 aes_norm=0.316 aes_raw=3.869 pen=0.000 rule=0.384 L=N i= -1 box=(110,204,365,396) area_ratio=0.090
 51. final=0.309 aes_norm=0.309 aes_raw=3.862 pen=0.000 rule=0.417 L=N i= -1 box=(54,44,352,268) area_ratio=0.122
 52. final=0.289 aes_norm=0.289 aes_raw=3.839 pen=0.000 rule=0.406 L=N i= -1 box=(0,39,298,263) area_ratio=0.122
 53. final=0.288 aes_norm=0.288 aes_raw=3.839 pen=0.000 rule=0.431 L=N i= -1 box=(63,91,361,315) area_ratio=0.122
 54. final=0.281 aes_norm=0.281 aes_raw=3.831 pen=0.000 rule=0.400 L=N i= -1 box=(13,7,311,231) area_ratio=0.122
 55. final=0.280 aes_norm=0.280 aes_raw=3.830 pen=0.000 rule=0.455 L=N i= -1 box=(50,219,348,443) area_ratio=0.122
 56. final=0.256 aes_norm=0.256 aes_raw=3.804 pen=0.000 rule=0.268 L=N i= -1 box=(0,128,213,288) area_ratio=0.062
 57. final=0.253 aes_norm=0.253 aes_raw=3.800 pen=0.000 rule=0.300 L=N i= -1 box=(108,173,321,333) area_ratio=0.062
 58. final=0.252 aes_norm=0.252 aes_raw=3.799 pen=0.000 rule=0.343 L=N i= -1 box=(50,85,305,277) area_ratio=0.090
 59. final=0.249 aes_norm=0.249 aes_raw=3.795 pen=0.000 rule=0.289 L=N i= -1 box=(0,211,213,371) area_ratio=0.062
 60. final=0.244 aes_norm=0.244 aes_raw=3.790 pen=0.000 rule=0.290 L=N i= -1 box=(110,133,323,293) area_ratio=0.062
 61. final=0.242 aes_norm=0.242 aes_raw=3.788 pen=0.000 rule=0.331 L=N i= -1 box=(1,73,256,265) area_ratio=0.090
 62. final=0.240 aes_norm=0.240 aes_raw=3.786 pen=0.000 rule=0.437 L=N i= -1 box=(56,122,354,346) area_ratio=0.122
 63. final=0.237 aes_norm=0.237 aes_raw=3.783 pen=0.000 rule=0.419 L=N i= -1 box=(4,91,302,315) area_ratio=0.122
 64. final=0.227 aes_norm=0.227 aes_raw=3.772 pen=0.000 rule=0.351 L=N i= -1 box=(57,113,312,305) area_ratio=0.090
 65. final=0.227 aes_norm=0.227 aes_raw=3.772 pen=0.000 rule=0.363 L=N i= -1 box=(104,125,359,317) area_ratio=0.090
 66. final=0.225 aes_norm=0.225 aes_raw=3.770 pen=0.000 rule=0.289 L=N i= -1 box=(0,268,213,428) area_ratio=0.062
 67. final=0.219 aes_norm=0.219 aes_raw=3.762 pen=0.000 rule=0.382 L=N i= -1 box=(106,247,361,439) area_ratio=0.090
 68. final=0.217 aes_norm=0.217 aes_raw=3.760 pen=0.000 rule=0.444 L=N i= -1 box=(42,162,340,386) area_ratio=0.122
 69. final=0.215 aes_norm=0.215 aes_raw=3.758 pen=0.000 rule=0.372 L=N i= -1 box=(106,159,361,351) area_ratio=0.090
 70. final=0.210 aes_norm=0.210 aes_raw=3.752 pen=0.000 rule=0.313 L=N i= -1 box=(117,219,330,379) area_ratio=0.062
 71. final=0.209 aes_norm=0.209 aes_raw=3.751 pen=0.000 rule=0.332 L=N i= -1 box=(57,38,312,230) area_ratio=0.090
 72. final=0.199 aes_norm=0.199 aes_raw=3.741 pen=0.000 rule=0.437 L=N i= -1 box=(9,158,307,382) area_ratio=0.122
 73. final=0.195 aes_norm=0.195 aes_raw=3.736 pen=0.000 rule=0.375 L=N i= -1 box=(63,206,318,398) area_ratio=0.090
 74. final=0.193 aes_norm=0.193 aes_raw=3.735 pen=0.000 rule=0.429 L=N i= -1 box=(0,132,298,356) area_ratio=0.122
 75. final=0.191 aes_norm=0.191 aes_raw=3.732 pen=0.000 rule=0.310 L=N i= -1 box=(111,267,324,427) area_ratio=0.062
 76. final=0.188 aes_norm=0.188 aes_raw=3.729 pen=0.000 rule=0.344 L=N i= -1 box=(0,126,255,318) area_ratio=0.090
 77. final=0.176 aes_norm=0.176 aes_raw=3.715 pen=0.000 rule=0.349 L=N i= -1 box=(101,73,356,265) area_ratio=0.090
 78. final=0.174 aes_norm=0.174 aes_raw=3.714 pen=0.000 rule=0.267 L=N i= -1 box=(108,41,321,201) area_ratio=0.062
 79. final=0.174 aes_norm=0.174 aes_raw=3.713 pen=0.000 rule=0.281 L=N i= -1 box=(122,87,335,247) area_ratio=0.062
 80. final=0.173 aes_norm=0.173 aes_raw=3.712 pen=0.000 rule=0.254 L=N i= -1 box=(185,321,355,449) area_ratio=0.040
 81. final=0.171 aes_norm=0.171 aes_raw=3.710 pen=0.000 rule=0.362 L=N i= -1 box=(10,194,265,386) area_ratio=0.090
 82. final=0.168 aes_norm=0.168 aes_raw=3.706 pen=0.000 rule=0.300 L=N i= -1 box=(54,263,267,423) area_ratio=0.062
 83. final=0.166 aes_norm=0.166 aes_raw=3.705 pen=0.000 rule=0.301 L=N i= -1 box=(174,128,387,288) area_ratio=0.062
 84. final=0.159 aes_norm=0.159 aes_raw=3.697 pen=0.000 rule=0.355 L=N i= -1 box=(0,171,255,363) area_ratio=0.090
 85. final=0.157 aes_norm=0.157 aes_raw=3.695 pen=0.000 rule=0.280 L=N i= -1 box=(67,124,280,284) area_ratio=0.062
 86. final=0.157 aes_norm=0.157 aes_raw=3.694 pen=0.000 rule=0.268 L=N i= -1 box=(66,80,279,240) area_ratio=0.062
 87. final=0.156 aes_norm=0.156 aes_raw=3.694 pen=0.000 rule=0.278 L=N i= -1 box=(0,167,213,327) area_ratio=0.062
 88. final=0.153 aes_norm=0.153 aes_raw=3.691 pen=0.000 rule=0.342 L=N i= -1 box=(100,45,355,237) area_ratio=0.090
 89. final=0.137 aes_norm=0.137 aes_raw=3.672 pen=0.000 rule=0.301 L=N i= -1 box=(58,218,271,378) area_ratio=0.062
 90. final=0.136 aes_norm=0.136 aes_raw=3.672 pen=0.000 rule=0.325 L=N i= -1 box=(172,254,385,414) area_ratio=0.062
 91. final=0.133 aes_norm=0.133 aes_raw=3.668 pen=0.000 rule=0.264 L=N i= -1 box=(180,235,350,363) area_ratio=0.040
 92. final=0.131 aes_norm=0.131 aes_raw=3.667 pen=0.000 rule=0.256 L=N i= -1 box=(51,42,264,202) area_ratio=0.062
 93. final=0.125 aes_norm=0.125 aes_raw=3.660 pen=0.000 rule=0.257 L=N i= -1 box=(0,85,213,245) area_ratio=0.062
 94. final=0.124 aes_norm=0.124 aes_raw=3.658 pen=0.000 rule=0.449 L=N i= -1 box=(10,203,308,427) area_ratio=0.122
 95. final=0.118 aes_norm=0.118 aes_raw=3.652 pen=0.000 rule=0.293 L=N i= -1 box=(61,182,274,342) area_ratio=0.062
 96. final=0.107 aes_norm=0.107 aes_raw=3.640 pen=0.000 rule=0.254 L=N i= -1 box=(186,191,356,319) area_ratio=0.040
 97. final=0.083 aes_norm=0.083 aes_raw=3.613 pen=0.000 rule=0.363 L=N i= -1 box=(54,163,309,355) area_ratio=0.090
 98. final=0.052 aes_norm=0.052 aes_raw=3.579 pen=0.000 rule=0.254 L=N i= -1 box=(127,235,297,363) area_ratio=0.040
 99. final=0.048 aes_norm=0.048 aes_raw=3.574 pen=0.000 rule=0.279 L=N i= -1 box=(172,44,385,204) area_ratio=0.062
100. final=0.000 aes_norm=0.000 aes_raw=3.522 pen=0.000 rule=0.264 L=N i= -1 box=(183,281,353,409) area_ratio=0.040
