图片: 21208
候选框数量: 100
LARGE_OBJECT_THRESHOLD=0.45, OBJECT_CLIP_PENALTY_WEIGHT=0.5, OBJECT_CLIP_FULL_PENALTY_AT=0.4, PENALTY_WEIGHT_IN_FINAL=0.5

按 final_score 排序:
  1. final=0.750 aes_norm=1.000 aes_raw=3.906 pen=0.500 rule=0.925 L=N i=  6 box=(87,119,567,479) area_ratio=0.360
  2. final=0.710 aes_norm=0.960 aes_raw=3.866 pen=0.500 rule=0.698 L=N i=  6 box=(159,119,639,479) area_ratio=0.360
  3. final=0.688 aes_norm=0.938 aes_raw=3.845 pen=0.500 rule=0.942 L=N i=  0 box=(0,21,480,381) area_ratio=0.360
  4. final=0.679 aes_norm=0.929 aes_raw=3.836 pen=0.500 rule=0.960 L=N i=  0 box=(44,57,524,417) area_ratio=0.360
  5. final=0.676 aes_norm=0.926 aes_raw=3.834 pen=0.500 rule=0.951 L=N i=  0 box=(0,57,480,417) area_ratio=0.360
  6. final=0.662 aes_norm=0.912 aes_raw=3.819 pen=0.500 rule=0.961 L=N i=  0 box=(0,93,480,453) area_ratio=0.360
  7. final=0.579 aes_norm=0.829 aes_raw=3.739 pen=0.500 rule=0.688 L=N i=  6 box=(159,83,639,443) area_ratio=0.360
  8. final=0.570 aes_norm=0.820 aes_raw=3.730 pen=0.500 rule=0.839 L=N i=  6 box=(71,169,471,469) area_ratio=0.250
  9. final=0.529 aes_norm=0.779 aes_raw=3.690 pen=0.500 rule=0.705 L=N i=  5 box=(243,133,723,493) area_ratio=0.360
 10. final=0.504 aes_norm=0.754 aes_raw=3.666 pen=0.500 rule=0.946 L=N i=  0 box=(12,87,412,387) area_ratio=0.250
 11. final=0.504 aes_norm=0.754 aes_raw=3.666 pen=0.500 rule=0.723 L=N i=  6 box=(139,149,539,449) area_ratio=0.250
 12. final=0.500 aes_norm=0.750 aes_raw=3.662 pen=0.500 rule=0.784 L=N i=  1 box=(243,97,723,457) area_ratio=0.360
 13. final=0.471 aes_norm=0.558 aes_raw=3.474 pen=0.174 rule=0.814 L=N i=  6 box=(4,117,324,357) area_ratio=0.160
 14. final=0.465 aes_norm=0.715 aes_raw=3.628 pen=0.500 rule=0.889 L=N i=  6 box=(6,159,406,459) area_ratio=0.250
 15. final=0.456 aes_norm=0.706 aes_raw=3.619 pen=0.500 rule=0.839 L=N i=  3 box=(250,240,730,600) area_ratio=0.360
 16. final=0.421 aes_norm=0.671 aes_raw=3.585 pen=0.500 rule=0.732 L=N i=  6 box=(43,0,443,300) area_ratio=0.250
 17. final=0.416 aes_norm=0.539 aes_raw=3.455 pen=0.246 rule=0.754 L=N i=  6 box=(0,5,400,305) area_ratio=0.250
 18. final=0.409 aes_norm=0.659 aes_raw=3.572 pen=0.500 rule=0.952 L=N i=  6 box=(61,84,461,384) area_ratio=0.250
 19. final=0.389 aes_norm=0.639 aes_raw=3.553 pen=0.500 rule=0.720 L=N i=  6 box=(100,11,500,311) area_ratio=0.250
 20. final=0.387 aes_norm=0.637 aes_raw=3.551 pen=0.500 rule=0.878 L=N i=  6 box=(71,31,471,331) area_ratio=0.250
 21. final=0.387 aes_norm=0.637 aes_raw=3.551 pen=0.500 rule=0.938 L=N i=  0 box=(12,57,412,357) area_ratio=0.250
 22. final=0.385 aes_norm=0.635 aes_raw=3.550 pen=0.500 rule=0.679 L=N i=  6 box=(0,200,400,500) area_ratio=0.250
 23. final=0.365 aes_norm=0.615 aes_raw=3.530 pen=0.500 rule=0.751 L=N i=  6 box=(117,162,517,462) area_ratio=0.250
 24. final=0.362 aes_norm=0.612 aes_raw=3.526 pen=0.500 rule=0.963 L=N i=  6 box=(60,134,460,434) area_ratio=0.250
 25. final=0.347 aes_norm=0.597 aes_raw=3.512 pen=0.500 rule=0.954 L=N i=  0 box=(12,117,412,417) area_ratio=0.250
 26. final=0.342 aes_norm=0.592 aes_raw=3.508 pen=0.500 rule=0.859 L=N i=  6 box=(100,117,420,357) area_ratio=0.160
