图片: B10
候选框数量: 100
权重: W_AES=0.29 W_CONTENT=0.2 W_THIRDS=0.22 W_CENTER=0.3 W_DEP=-0.25 W_CLIP_PEN=0.6 W_MISSING_PEN=-0.5

【最佳取景框】
  中心表示: (center_x=436.5, center_y=143.0, width=291.0, height=224.0)
  30  0.363  0.552  0.971  0.621  0.995  0.901  0.066  0.0  0.741  N    2  0.122  (374,55,577,212)
  31  0.331  0.888  0.852  0.968  0.638  0.755  0.118  0.0  0.616  N    2  0.249  (254,0,545,224)
  32  0.297  0.504  0.959  0.744  0.957  0.891  0.156  0.0  0.512  N    2  0.122  (342,60,545,217)
  33  0.294  0.900  0.940  0.983  0.598  0.793  0.154  0.0  0.533  N    2  0.249  (251,62,542,286)
  34  -0.555  0.154  0.128  0.545  1.000  0.082  1.000  1.0  0.430  Y   -1  0.089  (105,0,279,134)
  35  -0.558  0.145  0.125  0.545  1.000  0.084  1.000  1.0  0.452  Y   -1  0.089  (140,0,314,134)
  36  -0.559  0.130  0.133  0.545  1.000  0.081  1.000  1.0  0.488  Y   -1  0.089  (177,0,351,134)
  37  -0.568  0.159  0.126  0.545  1.000  0.111  1.000  1.0  0.507  Y   -1  0.122  (27,2,230,159)
  38  -0.569  0.134  0.123  0.545  1.000  0.100  1.000  1.0  0.501  Y   -1  0.122  (0,0,203,157)
  39  -0.571  0.158  0.134  0.545  1.000  0.119  1.000  1.0  0.540  Y   -1  0.122  (122,0,325,157)
  40  -0.577  0.133  0.130  0.545  1.000  0.117  1.000  1.0  0.524  Y   -1  0.122  (83,0,286,157)
  41  -0.586  0.166  0.134  0.545  1.000  0.153  1.000  1.0  0.544  Y   -1  0.159  (74,0,306,179)
  42  -0.589  0.143  0.110  0.545  1.000  0.138  1.000  1.0  0.472  Y   -1  0.089  (149,34,323,168)
  43  -0.596  0.142  0.132  0.545  1.000  0.161  1.000  1.0  0.525  Y   -1  0.159  (28,6,260,185)
  44  -0.599  0.130  0.131  0.545  1.000  0.160  1.000  1.0  0.518  Y   -1  0.159  (4,7,236,186)
  45  -0.601  0.155  0.127  0.545  1.000  0.174  1.000  1.0  0.552  Y   -1  0.122  (122,33,325,190)
  46  -0.607  0.098  0.125  0.545  1.000  0.160  1.000  1.0  0.499  Y   -1  0.122  (67,25,270,182)
  47  -0.615  0.190  0.130  0.545  1.000  0.221  1.000  1.0  0.519  Y   -1  0.159  (63,35,295,214)
  48  -0.619  0.163  0.134  0.545  1.000  0.216  1.000  1.0  0.491  Y   -1  0.159  (0,33,232,212)
  49  -0.623  0.159  0.124  0.545  1.000  0.220  1.000  1.0  0.436  N   -1  0.122  (68,59,271,216)
  50  -0.636  0.208  0.134  0.545  1.000  0.271  1.000  1.0  0.433  N   -1  0.159  (35,56,267,235)
  51  -0.640  0.195  0.122  0.545  1.000  0.268  1.000  1.0  0.435  N   -1  0.122  (37,82,240,239)
  52  -0.823  0.000  0.537  0.948  0.774  0.588  1.000  1.0  0.487  N   -1  0.122  (149,151,352,308)
  53  -0.860  0.089  0.436  0.989  0.722  0.624  1.000  1.0  0.479  N   -1  0.159  (101,136,333,315)
  54  -0.872  0.294  0.443  0.994  0.621  0.653  1.000  1.0  0.559  Y   -1  0.249  (69,86,360,310)
  55  -0.883  0.122  0.507  0.986  0.529  0.534  1.000  1.0  0.478  N   -1  0.159  (133,107,365,286)
  56  -0.886  0.062  0.493  0.977  0.512  0.489  1.000  1.0  0.480  N   -1  0.122  (148,123,351,280)
  57  -0.899  0.116  0.381  0.881  0.588  0.544  1.000  1.0  0.475  N   -1  0.122  (105,141,308,298)
  58  -0.914  0.188  0.348  0.794  0.604  0.590  1.000  1.0  0.469  N   -1  0.159  (73,127,305,306)
  59  -0.933  0.094  0.339  0.752  0.573  0.544  1.000  1.0  0.470  N   -1  0.122  (84,142,287,299)
  60  -0.939  0.183  0.426  0.897  0.399  0.502  1.000  1.0  0.471  N   -1  0.159  (113,102,345,281)
  61  -0.942  0.205  0.377  0.704  0.213  0.284  1.000  1.0  0.467  N   -1  0.122  (155,81,358,238)
  62  -0.955  0.139  0.298  0.753  0.584  0.602  1.000  1.0  0.460  N   -1  0.159  (30,134,262,313)
  63  -0.959  0.180  0.381  0.670  0.201  0.288  1.000  1.0  0.550  Y   -1  0.159  (138,57,370,236)
  64  -0.966  0.196  0.405  0.821  0.299  0.443  1.000  1.0  0.578  Y   -1  0.249  (75,41,366,265)
  65  -0.971  0.285  0.368  0.865  0.394  0.578  1.000  1.0  0.544  Y   -1  0.249  (38,70,329,294)
  66  -0.971  0.240  0.324  0.615  0.461  0.547  1.000  1.0  0.462  N   -1  0.159  (62,116,294,295)
  67  -0.975  0.159  0.305  0.744  0.375  0.458  1.000  1.0  0.462  N   -1  0.122  (84,121,287,278)
  68  -0.981  0.100  0.342  0.867  0.305  0.419  1.000  1.0  0.466  N   -1  0.122  (109,113,312,270)
  69  -0.984  0.156  0.236  0.501  0.125  0.161  1.000  1.0  0.469  Y   -1  0.089  (191,53,365,187)
  70  -0.987  0.206  0.260  0.481  0.118  0.190  1.000  1.0  0.594  Y   -1  0.159  (139,20,371,199)
  71  -0.995  0.357  0.307  0.703  0.353  0.561  1.000  1.0  0.536  Y   -1  0.249  (12,68,303,292)
  72  -0.996  0.225  0.349  0.619  0.192  0.351  1.000  1.0  0.461  N   -1  0.159  (111,74,343,253)
  73  -0.999  0.118  0.303  0.662  0.439  0.527  1.000  1.0  0.457  N   -1  0.122  (42,140,245,297)
  74  -1.005  0.270  0.203  0.308  0.073  0.153  1.000  1.0  0.587  Y   -1  0.159  (139,0,371,179)
  75  -1.009  0.179  0.252  0.486  0.125  0.225  1.000  1.0  0.459  N   -1  0.122  (150,62,353,219)
  76  -1.012  0.175  0.280  0.620  0.460  0.580  1.000  1.0  0.450  N   -1  0.159  (0,129,232,308)
  77  -1.014  0.273  0.290  0.462  0.116  0.280  1.000  1.0  0.581  Y   -1  0.249  (71,10,362,234)
  78  -1.019  0.200  0.267  0.733  0.231  0.414  1.000  1.0  0.452  N   -1  0.159  (62,87,294,266)
  79  -1.019  0.302  0.298  0.710  0.191  0.431  1.000  1.0  0.535  Y   -1  0.249  (30,42,321,266)
  80  -1.030  0.233  0.176  0.268  0.060  0.153  1.000  1.0  0.577  Y   -1  0.159  (129,0,361,179)
  81  -1.032  0.144  0.226  0.655  0.258  0.405  1.000  1.0  0.444  N   -1  0.122  (28,113,231,270)
  82  -1.040  0.211  0.153  0.287  0.064  0.162  1.000  1.0  0.576  Y   -1  0.122  (148,26,351,183)
  83  -1.043  0.181  0.279  0.536  0.360  0.534  1.000  1.0  0.447  N   -1  0.159  (8,116,240,295)
  84  -1.043  0.151  0.226  0.600  0.272  0.430  1.000  1.0  0.439  N   -1  0.122  (0,120,203,277)
  85  -1.044  0.312  0.211  0.298  0.068  0.245  1.000  1.0  0.585  Y   -1  0.249  (54,0,345,224)
  86  -1.045  0.127  0.147  0.260  0.061  0.121  1.000  1.0  0.500  Y   -1  0.089  (190,24,364,158)
  87  -1.045  0.072  0.295  0.553  0.378  0.516  1.000  1.0  0.453  N   -1  0.159  (38,110,270,289)
  88  -1.046  0.150  0.236  0.761  0.189  0.398  1.000  1.0  0.445  N   -1  0.159  (41,85,273,264)
  89  -1.047  0.097  0.287  0.547  0.375  0.524  1.000  1.0  0.448  N   -1  0.122  (7,141,210,298)
  90  -1.049  0.199  0.141  0.166  0.037  0.118  1.000  1.0  0.569  Y   -1  0.122  (150,0,353,157)
  91  -1.051  0.212  0.271  0.415  0.102  0.294  1.000  1.0  0.454  N   -1  0.159  (104,61,336,240)
  92  -1.056  0.240  0.152  0.165  0.037  0.154  1.000  1.0  0.561  Y   -1  0.159  (114,0,346,179)
  93  -1.063  0.170  0.180  0.702  0.139  0.361  1.000  1.0  0.432  N   -1  0.159  (1,79,233,258)
  94  -1.071  0.150  0.240  0.414  0.105  0.297  1.000  1.0  0.458  N   -1  0.122  (109,90,312,247)
  95  -1.080  0.178  0.168  0.233  0.055  0.213  1.000  1.0  0.562  Y   -1  0.159  (104,31,336,210)
  96  -1.101  0.230  0.183  0.352  0.071  0.325  1.000  1.0  0.540  Y   -1  0.249  (6,24,297,248)
  97  -1.102  0.245  0.154  0.172  0.034  0.250  1.000  1.0  0.571  Y   -1  0.249  (14,2,305,226)
  98  -1.108  0.192  0.172  0.233  0.050  0.271  1.000  1.0  0.445  N   -1  0.159  (77,56,309,235)
  99  -1.114  0.179  0.150  0.283  0.054  0.283  1.000  1.0  0.449  N   -1  0.122  (78,89,281,246)
 100  -1.119  0.118  0.144  0.181  0.038  0.226  1.000  1.0  0.447  N   -1  0.122  (106,63,309,220)
