图片: 1353
候选框数量: 100
LARGE_OBJECT_THRESHOLD=0.45, OBJECT_CLIP_PENALTY_WEIGHT=0.5, OBJECT_CLIP_FULL_PENALTY_AT=0.4, PENALTY_WEIGHT_IN_FINAL=0.5

按 final_score 排序:
  1. final=0.750 aes_norm=1.000 aes_raw=4.616 pen=0.500 rule=0.393 L=Y i=  0 box=(430,378,790,858) area_ratio=0.160
  2. final=0.703 aes_norm=0.953 aes_raw=4.581 pen=0.500 rule=0.405 L=Y i=  0 box=(60,274,510,874) area_ratio=0.250
  3. final=0.647 aes_norm=0.897 aes_raw=4.538 pen=0.500 rule=0.419 L=Y i=  0 box=(161,362,521,842) area_ratio=0.160
  4. final=0.612 aes_norm=0.862 aes_raw=4.511 pen=0.500 rule=0.509 L=Y i=  0 box=(343,544,793,1144) area_ratio=0.250
  5. final=0.578 aes_norm=0.828 aes_raw=4.486 pen=0.500 rule=0.413 L=Y i=  0 box=(72,192,522,792) area_ratio=0.250
  6. final=0.526 aes_norm=0.776 aes_raw=4.447 pen=0.500 rule=0.390 L=Y i=  0 box=(231,400,546,820) area_ratio=0.122
  7. final=0.522 aes_norm=0.772 aes_raw=4.443 pen=0.499 rule=0.524 L=Y i=  0 box=(149,314,599,914) area_ratio=0.250
  8. final=0.513 aes_norm=0.763 aes_raw=4.437 pen=0.500 rule=0.470 L=Y i=  0 box=(111,277,561,877) area_ratio=0.250
  9. final=0.502 aes_norm=0.660 aes_raw=4.359 pen=0.316 rule=0.478 L=Y i=  0 box=(179,16,719,736) area_ratio=0.360
 10. final=0.501 aes_norm=0.751 aes_raw=4.427 pen=0.500 rule=0.409 L=Y i=  0 box=(382,359,742,839) area_ratio=0.160
 11. final=0.498 aes_norm=0.741 aes_raw=4.420 pen=0.486 rule=0.542 L=Y i=  0 box=(370,318,820,918) area_ratio=0.250
 12. final=0.488 aes_norm=0.738 aes_raw=4.418 pen=0.500 rule=0.498 L=Y i=  0 box=(131,312,581,912) area_ratio=0.250
 13. final=0.469 aes_norm=0.719 aes_raw=4.404 pen=0.500 rule=0.448 L=Y i=  0 box=(262,326,622,806) area_ratio=0.160
 14. final=0.463 aes_norm=0.713 aes_raw=4.399 pen=0.500 rule=0.405 L=Y i=  0 box=(63,363,513,963) area_ratio=0.250
 15. final=0.455 aes_norm=0.613 aes_raw=4.323 pen=0.316 rule=0.439 L=Y i=  0 box=(179,0,719,720) area_ratio=0.360
 16. final=0.449 aes_norm=0.699 aes_raw=4.388 pen=0.500 rule=0.491 L=Y i=  0 box=(450,506,900,1106) area_ratio=0.250
 17. final=0.438 aes_norm=0.688 aes_raw=4.380 pen=0.500 rule=0.445 L=Y i=  0 box=(210,380,570,860) area_ratio=0.160
 18. final=0.415 aes_norm=0.658 aes_raw=4.357 pen=0.486 rule=0.542 L=Y i=  0 box=(369,280,819,880) area_ratio=0.250
 19. final=0.411 aes_norm=0.661 aes_raw=4.360 pen=0.500 rule=0.402 L=Y i=  0 box=(402,378,762,858) area_ratio=0.160
 20. final=0.410 aes_norm=0.638 aes_raw=4.342 pen=0.456 rule=0.577 L=Y i=  0 box=(284,314,734,914) area_ratio=0.250
 21. final=0.405 aes_norm=0.556 aes_raw=4.280 pen=0.301 rule=0.444 L=Y i=  0 box=(260,0,800,720) area_ratio=0.360
 22. final=0.405 aes_norm=0.634 aes_raw=4.339 pen=0.458 rule=0.584 L=Y i=  0 box=(235,318,685,918) area_ratio=0.250
 23. final=0.404 aes_norm=0.654 aes_raw=4.354 pen=0.500 rule=0.683 L=Y i=  0 box=(339,258,879,978) area_ratio=0.360
 24. final=0.403 aes_norm=0.653 aes_raw=4.353 pen=0.500 rule=0.386 L=Y i=  0 box=(430,293,790,773) area_ratio=0.160
 25. final=0.402 aes_norm=0.652 aes_raw=4.353 pen=0.500 rule=0.514 L=Y i=  0 box=(450,335,900,935) area_ratio=0.250
 26. final=0.399 aes_norm=0.632 aes_raw=4.338 pen=0.467 rule=0.565 L=Y i=  0 box=(193,233,643,833) area_ratio=0.250
