图片: B16
候选框数量: 100
权重: W_AES=0.29 W_CONTENT=0.2 W_THIRDS=0.22 W_CENTER=0.3 W_DEP=-0.25 W_CLIP_PEN=0.6 W_MISSING_PEN=-0.5

【最佳取景框】
  中心表示: (center_x=338.0, center_y=201.5, width=250.0, height=167.0)
  29  0.511  0.040  0.804  0.724  0.970  0.314  0.000  0.0  0.482  Y   -1  0.089  (4,139,191,264)
  30  0.505  0.757  0.816  0.918  0.427  0.533  0.202  0.0  0.958  Y    0  0.250  (313,98,626,307)
  31  0.499  0.308  0.774  0.916  0.566  0.729  0.000  0.0  0.918  N    0  0.122  (407,214,626,360)
  32  0.488  1.000  0.732  0.614  0.465  0.423  0.224  0.0  0.752  Y    1  0.358  (52,47,427,297)
  33  0.486  0.046  0.751  0.705  0.974  0.382  0.000  0.0  0.583  Y   -1  0.122  (0,140,219,286)
  34  0.464  0.220  0.779  0.960  0.720  1.000  0.000  0.0  0.921  N    3  0.250  (0,207,313,416)
  35  0.448  0.705  0.880  0.979  0.583  0.612  0.312  0.0  0.970  N    1  0.250  (260,113,573,322)
  36  0.433  0.650  0.828  0.876  0.509  1.000  0.150  0.0  0.942  Y    0  0.358  (251,152,626,402)
  37  0.431  0.320  0.783  0.969  0.469  0.788  0.078  0.0  0.917  N    2  0.160  (347,196,597,363)
  38  0.429  0.287  0.786  0.933  0.450  1.000  0.000  0.0  0.935  N    3  0.250  (44,199,357,408)
  39  0.424  0.846  0.740  0.658  0.220  0.458  0.194  0.0  0.930  Y    0  0.358  (240,48,615,298)
  40  0.419  0.570  0.834  0.835  0.661  0.800  0.202  0.0  0.945  Y    0  0.250  (313,143,626,352)
  41  0.418  0.427  0.747  0.838  0.336  1.000  0.000  0.0  0.924  N    0  0.250  (306,204,619,413)
  42  0.417  0.413  0.561  0.808  0.307  0.098  0.137  0.0  0.464  Y    1  0.250  (304,8,617,217)
  43  0.411  0.066  0.689  0.886  0.874  0.959  0.000  0.0  0.911  N    3  0.160  (28,251,278,418)
  44  0.401  0.371  0.761  0.856  0.302  1.000  0.000  0.0  0.942  N    3  0.250  (77,203,390,412)
  45  0.392  0.615  0.876  0.698  0.441  0.858  0.149  0.0  0.924  N    2  0.250  (278,157,591,366)
  46  0.392  0.804  0.822  0.879  0.838  0.326  0.500  0.0  0.983  N    1  0.250  (168,68,481,277)
  47  0.390  0.000  0.709  0.891  0.859  0.966  0.000  0.0  0.910  N    3  0.160  (12,244,262,411)
  48  0.390  0.712  0.862  0.949  0.812  0.471  0.461  0.0  0.969  N    1  0.250  (254,89,567,298)
  49  0.386  0.801  0.858  0.932  0.838  0.478  0.500  0.0  0.988  N    1  0.250  (189,94,502,303)
  50  0.379  0.127  0.676  0.829  0.589  0.842  0.000  0.0  0.917  N    3  0.122  (76,269,295,415)
  51  0.354  0.669  0.798  0.800  0.922  0.225  0.500  0.0  0.926  N    1  0.250  (215,47,528,256)
  52  0.344  0.675  0.821  0.879  0.838  0.358  0.500  0.0  0.959  N    1  0.250  (261,68,574,277)
  53  0.344  0.541  0.967  0.808  0.937  0.266  0.500  0.0  0.969  N    1  0.160  (266,96,516,263)
  54  0.343  0.526  0.941  0.883  0.831  0.231  0.500  0.0  0.961  N    1  0.160  (284,89,534,256)
  55  0.336  0.844  0.827  0.549  1.000  0.340  0.500  0.0  0.971  N    1  0.250  (215,68,528,277)
  56  0.336  0.559  0.819  0.888  0.880  0.251  0.500  0.0  0.973  N    1  0.250  (183,52,496,261)
  57  0.336  0.736  0.765  0.803  0.920  0.599  0.457  0.0  0.981  N    1  0.358  (184,73,559,323)
  58  0.335  0.741  0.735  0.884  0.834  0.434  0.500  0.0  0.986  N    1  0.358  (127,48,502,298)
  59  0.333  0.811  0.862  0.873  0.723  0.581  0.500  0.0  0.982  N    1  0.250  (219,110,532,319)
  60  0.332  0.524  0.972  0.791  0.945  0.287  0.500  0.0  0.979  N    1  0.160  (235,101,485,268)
  61  0.330  0.590  0.771  0.967  0.715  0.245  0.500  0.0  0.928  N    1  0.250  (272,49,585,258)
  62  0.326  0.837  0.729  0.954  0.670  0.595  0.500  0.0  0.991  N    1  0.358  (108,72,483,322)
  63  0.323  0.663  0.863  0.800  0.922  0.458  0.500  0.0  0.979  N    1  0.250  (215,89,528,298)
  64  0.311  0.637  0.987  0.976  0.496  0.461  0.500  0.0  0.913  N    1  0.160  (294,129,544,296)
  65  0.308  0.703  1.000  0.819  0.592  0.454  0.500  0.0  0.980  N    1  0.160  (258,131,508,298)
  66  0.303  0.107  0.642  0.794  0.399  0.937  0.000  0.0  0.925  N    3  0.160  (87,251,337,418)
  67  0.300  0.366  1.000  0.812  0.929  0.228  0.500  0.0  0.971  N    1  0.122  (277,109,496,255)
  68  0.291  0.585  0.701  0.794  0.926  0.309  0.500  0.0  0.962  N    1  0.358  (184,23,559,273)
  69  0.286  0.546  0.850  0.969  0.775  0.559  0.500  0.0  0.929  Y    0  0.122  (402,161,621,307)
  70  0.272  0.603  0.884  0.891  0.819  0.697  0.500  0.0  0.936  Y    0  0.160  (376,168,626,335)
  71  0.263  0.724  0.747  0.552  1.000  0.448  0.500  0.0  0.971  N    1  0.358  (184,48,559,298)
  72  0.262  0.477  0.960  0.545  1.000  0.234  0.500  0.0  0.971  N    1  0.160  (246,89,496,256)
  73  0.259  0.492  0.848  0.980  0.754  0.609  0.500  0.0  0.942  Y    0  0.160  (376,151,626,318)
  74  0.248  0.518  1.000  0.851  0.523  0.373  0.515  0.0  0.979  N    1  0.122  (281,139,500,285)
  75  0.247  0.552  0.828  0.954  0.517  0.474  0.500  0.0  0.932  Y    0  0.122  (400,142,619,288)
  76  0.243  0.829  0.740  0.824  0.431  0.596  0.500  0.0  0.762  Y    1  0.358  (52,72,427,322)
  77  0.237  0.497  0.866  0.822  0.575  0.317  0.500  0.0  0.606  Y    1  0.160  (335,99,585,266)
  78  0.229  0.547  0.839  0.944  0.424  0.467  0.500  0.0  0.937  Y    0  0.160  (369,123,619,290)
  79  0.215  0.574  0.859  0.893  0.538  0.645  0.500  0.0  0.987  N    1  0.250  (182,122,495,331)
  80  0.212  0.440  0.639  0.939  0.429  0.142  0.500  0.0  0.615  Y    1  0.250  (304,26,617,235)
  81  0.210  0.484  0.730  0.821  0.554  0.269  0.500  0.0  0.820  Y    1  0.250  (308,53,621,262)
  82  0.206  0.425  0.825  0.973  0.768  0.758  0.500  0.0  0.930  Y    0  0.160  (376,183,626,350)
  83  0.204  0.788  0.780  0.889  0.340  0.792  0.500  0.0  0.762  Y    1  0.358  (52,97,427,347)
  84  0.184  0.181  0.752  0.771  0.272  0.855  0.191  0.0  0.907  N    2  0.160  (346,220,596,387)
  85  0.182  0.623  0.988  0.751  0.317  0.557  0.510  0.0  0.969  N    1  0.160  (271,150,521,317)
  86  0.176  0.471  0.777  0.895  0.321  0.365  0.500  0.0  0.778  Y    0  0.160  (374,105,624,272)
  87  0.170  0.228  0.825  0.843  0.915  0.543  0.500  0.0  0.856  Y    0  0.089  (439,177,626,302)
  88  0.157  0.379  0.841  0.903  0.589  0.669  0.500  0.0  0.910  N    2  0.122  (372,193,591,339)
  89  0.150  0.454  0.874  0.919  0.611  0.930  0.500  0.0  0.936  Y    0  0.250  (313,168,626,377)
  90  0.143  0.285  0.821  0.662  0.985  0.571  0.500  0.0  0.826  Y    0  0.089  (439,189,626,314)
  91  0.110  0.551  0.809  0.782  0.288  0.694  0.500  0.0  0.658  Y    1  0.250  (100,123,413,332)
  92  0.100  0.311  0.898  0.788  0.569  0.712  0.500  0.0  0.923  N    2  0.160  (345,175,595,342)
  93  0.097  0.439  0.815  0.950  0.437  1.000  0.500  0.0  0.905  Y    0  0.250  (302,186,615,395)
  94  0.095  0.195  0.775  0.812  0.593  0.460  0.500  0.0  0.801  Y    0  0.089  (439,155,626,280)
  95  0.092  0.614  0.856  0.663  0.307  0.787  0.500  0.0  0.974  N    1  0.250  (193,147,506,356)
  96  0.080  0.057  0.764  0.880  0.664  0.466  0.500  0.0  0.676  Y    0  0.062  (470,172,626,276)
  97  0.070  0.659  0.855  0.536  0.318  0.792  0.500  0.0  0.968  N    1  0.250  (220,147,533,356)
  98  0.042  0.655  0.834  0.597  0.159  0.849  0.500  0.0  0.663  Y    1  0.250  (103,148,416,357)
  99  0.026  0.494  0.814  0.733  0.203  1.000  0.476  0.0  0.957  N    3  0.358  (87,168,462,418)
 100  0.022  0.551  0.819  0.736  0.172  1.000  0.500  0.0  0.654  Y    1  0.358  (125,164,500,414)
