图片: 1357
候选框数量: 100
LARGE_OBJECT_THRESHOLD=0.45, OBJECT_CLIP_PENALTY_WEIGHT=0.5, OBJECT_CLIP_FULL_PENALTY_AT=0.4, PENALTY_WEIGHT_IN_FINAL=0.5

按 final_score 排序:
  1. final=0.750 aes_norm=1.000 aes_raw=4.898 pen=0.500 rule=0.962 L=N i=  0 box=(480,200,1200,704) area_ratio=0.360
  2. final=0.639 aes_norm=0.889 aes_raw=4.778 pen=0.500 rule=0.956 L=N i=  0 box=(600,234,1200,654) area_ratio=0.250
  3. final=0.617 aes_norm=0.867 aes_raw=4.754 pen=0.500 rule=0.566 L=N i=  2 box=(239,216,959,720) area_ratio=0.360
  4. final=0.614 aes_norm=0.864 aes_raw=4.751 pen=0.500 rule=0.702 L=N i=  0 box=(598,295,1078,631) area_ratio=0.160
  5. final=0.599 aes_norm=0.849 aes_raw=4.735 pen=0.500 rule=0.821 L=N i=  0 box=(563,296,1163,716) area_ratio=0.250
  6. final=0.598 aes_norm=0.848 aes_raw=4.733 pen=0.500 rule=0.953 L=N i=  0 box=(480,245,1200,749) area_ratio=0.360
  7. final=0.596 aes_norm=0.846 aes_raw=4.731 pen=0.500 rule=0.884 L=N i=  0 box=(628,245,1108,581) area_ratio=0.160
  8. final=0.593 aes_norm=0.843 aes_raw=4.728 pen=0.500 rule=0.955 L=N i=  0 box=(480,100,1200,604) area_ratio=0.360
  9. final=0.575 aes_norm=0.825 aes_raw=4.709 pen=0.500 rule=0.854 L=N i=  2 box=(347,266,1067,770) area_ratio=0.360
 10. final=0.569 aes_norm=0.819 aes_raw=4.702 pen=0.500 rule=0.526 L=Y i=  0 box=(239,62,959,566) area_ratio=0.360
 11. final=0.557 aes_norm=0.807 aes_raw=4.689 pen=0.500 rule=0.647 L=N i=  0 box=(406,133,1006,553) area_ratio=0.250
 12. final=0.553 aes_norm=0.803 aes_raw=4.684 pen=0.500 rule=0.716 L=N i=  0 box=(554,259,1034,595) area_ratio=0.160
 13. final=0.548 aes_norm=0.798 aes_raw=4.679 pen=0.500 rule=0.838 L=N i=  2 box=(480,296,1200,800) area_ratio=0.360
 14. final=0.548 aes_norm=0.797 aes_raw=4.678 pen=0.499 rule=0.970 L=N i=  0 box=(437,150,1157,654) area_ratio=0.360
 15. final=0.546 aes_norm=0.796 aes_raw=4.677 pen=0.500 rule=0.958 L=N i=  0 box=(600,198,1200,618) area_ratio=0.250
 16. final=0.544 aes_norm=0.794 aes_raw=4.674 pen=0.500 rule=0.956 L=N i=  0 box=(600,192,1200,612) area_ratio=0.250
 17. final=0.543 aes_norm=0.793 aes_raw=4.673 pen=0.500 rule=0.948 L=N i=  0 box=(600,150,1200,570) area_ratio=0.250
 18. final=0.542 aes_norm=0.792 aes_raw=4.673 pen=0.500 rule=0.802 L=N i=  0 box=(593,234,1073,570) area_ratio=0.160
 19. final=0.542 aes_norm=0.792 aes_raw=4.672 pen=0.500 rule=0.852 L=N i=  0 box=(492,185,1092,605) area_ratio=0.250
 20. final=0.540 aes_norm=0.790 aes_raw=4.670 pen=0.500 rule=0.964 L=N i=  0 box=(480,150,1200,654) area_ratio=0.360
 21. final=0.535 aes_norm=0.785 aes_raw=4.665 pen=0.500 rule=0.951 L=N i=  0 box=(665,268,1145,604) area_ratio=0.160
 22. final=0.524 aes_norm=0.774 aes_raw=4.653 pen=0.500 rule=0.673 L=N i=  0 box=(414,170,1014,590) area_ratio=0.250
 23. final=0.524 aes_norm=0.774 aes_raw=4.653 pen=0.500 rule=0.859 L=N i=  0 box=(531,283,1131,703) area_ratio=0.250
 24. final=0.522 aes_norm=0.772 aes_raw=4.651 pen=0.500 rule=0.821 L=N i=  0 box=(720,209,1200,545) area_ratio=0.160
 25. final=0.520 aes_norm=0.770 aes_raw=4.649 pen=0.500 rule=0.875 L=N i=  0 box=(702,250,1182,586) area_ratio=0.160
 26. final=0.515 aes_norm=0.765 aes_raw=4.643 pen=0.500 rule=0.911 L=N i=  0 box=(517,226,1117,646) area_ratio=0.250
