图片: B09
候选框数量: 100
权重: W_AES=0.29 W_CONTENT=0.2 W_THIRDS=0.22 W_CENTER=0.3 W_DEP=-0.25 W_CLIP_PEN=0.6 W_MISSING_PEN=-0.5

【最佳取景框】
  中心表示: (center_x=284.5, center_y=138.0, width=313.0, height=208.0)
  19  0.225  0.391  0.901  0.779  0.946  0.216  0.772  0.0  0.427  N    4  0.090  (303,31,491,156)
  20  0.216  0.327  0.894  0.779  0.941  0.208  0.763  0.0  0.449  N    2  0.090  (303,43,491,168)
  21  0.210  0.486  0.897  0.921  0.839  0.209  0.783  0.0  0.277  N    4  0.090  (314,23,502,148)
  22  0.198  0.305  0.888  0.822  0.929  0.205  0.784  0.0  0.202  N    2  0.090  (303,56,491,181)
  23  0.190  0.520  0.889  0.922  0.788  0.252  0.750  0.0  0.933  N    2  0.159  (300,26,550,192)
  24  0.189  0.379  0.875  0.913  0.837  0.194  0.778  0.0  0.389  N    2  0.090  (314,54,502,179)
  25  0.150  0.551  0.887  0.846  0.701  0.249  0.750  0.0  0.930  N    2  0.159  (310,23,560,189)
  26  0.129  0.544  0.882  0.808  0.627  0.203  0.755  0.0  0.783  N    2  0.121  (325,27,544,172)
  27  0.120  0.434  0.872  0.818  0.659  0.177  0.770  0.0  0.442  N    2  0.090  (331,43,519,168)
  28  0.084  0.715  0.893  0.798  0.594  0.349  0.750  0.0  0.908  Y    2  0.249  (305,8,618,216)
  29  0.072  0.355  0.866  0.930  0.635  0.229  0.777  0.0  0.463  N    2  0.121  (319,54,538,199)
  30  0.064  0.571  0.894  0.839  0.498  0.235  0.756  0.0  0.738  N    2  0.159  (327,4,577,170)
  31  0.049  0.857  0.843  0.927  0.464  0.765  0.422  0.0  0.195  N    2  0.360  (141,86,517,336)
  32  0.035  0.652  0.892  0.924  0.534  0.389  0.750  0.0  0.875  Y    2  0.249  (305,26,618,234)
  33  0.024  0.397  0.879  0.984  0.580  0.306  0.781  0.0  0.371  N    2  0.159  (309,55,559,221)
  34  0.020  0.540  0.879  0.672  0.484  0.243  0.765  0.0  0.447  N    2  0.159  (335,17,585,183)
  35  -0.039  0.685  0.848  0.893  0.521  0.639  0.648  0.0  0.195  N    2  0.249  (172,102,485,310)
  36  -0.069  0.492  0.862  0.904  0.608  0.523  0.794  0.0  0.195  N   13  0.159  (196,119,446,285)
  37  -0.121  0.508  0.888  0.904  0.384  0.461  0.774  0.0  0.560  N    2  0.249  (309,53,622,261)
  38  -0.402  0.391  0.865  0.718  0.973  0.194  1.000  1.0  0.434  Y   -1  0.062  (471,56,627,160)
  39  -0.408  0.299  0.862  0.644  0.992  0.163  1.000  1.0  0.316  Y   -1  0.040  (453,63,578,146)
  40  -0.409  0.268  0.849  0.704  0.978  0.146  1.000  1.0  0.356  Y   -1  0.040  (499,64,624,147)
  41  -0.424  0.267  0.843  0.747  0.960  0.167  1.000  1.0  0.310  Y   -1  0.040  (502,89,627,172)
  42  -0.425  0.366  0.842  0.709  0.976  0.221  1.000  1.0  0.389  Y   -1  0.062  (471,81,627,185)
  43  -0.426  0.305  0.888  0.669  0.986  0.215  1.000  1.0  0.473  Y   -1  0.062  (471,28,627,132)
  44  -0.428  0.254  0.857  0.676  0.985  0.181  1.000  1.0  0.217  N   -1  0.040  (462,93,587,176)
  45  -0.434  0.201  0.852  0.710  0.976  0.166  1.000  1.0  0.365  Y   -1  0.040  (499,29,624,112)
  46  -0.436  0.307  0.905  0.623  0.994  0.239  1.000  1.0  0.463  Y   -1  0.062  (470,0,626,104)
  47  -0.437  0.222  0.843  0.707  0.977  0.179  1.000  1.0  0.353  Y   -1  0.040  (502,0,627,83)
  48  -0.447  0.205  0.872  0.674  0.985  0.202  1.000  1.0  0.316  Y   -1  0.040  (452,33,577,116)
  49  -0.449  0.221  0.916  0.570  0.999  0.222  1.000  1.0  0.306  Y   -1  0.040  (453,4,578,87)
  50  -0.463  0.248  0.843  0.594  0.998  0.237  1.000  1.0  0.229  N   -1  0.040  (453,118,578,201)
  51  -0.471  0.341  0.841  0.590  0.998  0.294  1.000  1.0  0.278  N   -1  0.062  (471,112,627,216)
  52  -0.473  0.366  0.855  0.770  0.955  0.316  1.000  1.0  0.289  N   -1  0.062  (471,141,627,245)
  53  -0.479  0.233  0.815  0.586  0.998  0.249  1.000  1.0  0.217  N   -1  0.040  (502,119,627,202)
  54  -0.481  0.187  0.847  0.668  0.987  0.251  1.000  1.0  0.231  N   -1  0.040  (500,154,625,237)
  55  -0.484  0.216  0.844  0.815  0.931  0.251  1.000  1.0  0.243  N   -1  0.040  (451,153,576,236)
  56  -0.489  0.223  0.863  0.900  0.869  0.234  1.000  1.0  0.231  N   -1  0.040  (499,179,624,262)
  57  -0.585  0.161  0.841  0.961  0.775  0.313  1.000  1.0  0.289  N   -1  0.062  (471,171,627,275)
  58  -0.656  0.098  0.810  0.880  0.635  0.265  1.000  1.0  0.241  N   -1  0.040  (455,184,580,267)
  59  -0.665  0.127  0.254  0.545  1.000  0.340  1.000  1.0  0.239  N   -1  0.040  (132,245,257,328)
  60  -0.681  0.063  0.247  0.545  1.000  0.339  1.000  1.0  0.228  N   -1  0.040  (85,241,210,324)
  61  -0.692  0.062  0.269  0.894  0.876  0.331  1.000  1.0  0.252  N   -1  0.040  (362,216,487,299)
  62  -0.706  0.000  0.364  0.933  0.818  0.322  1.000  1.0  0.243  N   -1  0.040  (407,209,532,292)
  63  -0.720  0.104  0.764  0.966  0.516  0.287  1.000  1.0  0.216  N   -1  0.040  (502,216,627,299)
  64  -0.732  0.286  0.782  0.909  0.553  0.423  1.000  1.0  0.355  N   -1  0.090  (439,182,627,307)
  65  -0.733  0.068  0.307  0.952  0.755  0.332  1.000  1.0  0.266  N   -1  0.040  (320,208,445,291)
  66  -0.736  0.117  0.392  0.975  0.674  0.323  1.000  1.0  0.277  N   -1  0.040  (313,183,438,266)
  67  -0.739  0.202  0.782  0.945  0.500  0.358  1.000  1.0  0.279  N   -1  0.062  (469,200,625,304)
  68  -0.749  0.100  0.309  0.963  0.790  0.415  1.000  1.0  0.322  N   -1  0.062  (306,197,462,301)
  69  -0.763  0.238  0.260  0.825  0.910  0.568  1.000  1.0  0.198  N   14  0.121  (326,272,545,417)
  70  -0.771  0.275  0.312  0.743  0.964  0.654  1.000  1.0  0.228  N   14  0.159  (347,244,597,410)
  71  -0.782  0.284  0.323  0.816  0.908  0.650  1.000  1.0  0.260  N   14  0.159  (374,251,624,417)
  72  -0.782  0.042  0.347  0.920  0.738  0.411  1.000  1.0  0.309  N   -1  0.062  (348,201,504,305)
  73  -0.783  0.042  0.517  0.823  0.582  0.314  1.000  1.0  0.263  N   -1  0.040  (368,184,493,267)
  74  -0.785  0.255  0.286  0.784  0.946  0.654  1.000  1.0  0.261  N   14  0.159  (311,251,561,417)
  75  -0.809  0.067  0.445  0.907  0.620  0.402  1.000  1.0  0.299  N   -1  0.062  (388,202,544,306)
  76  -0.821  0.190  0.258  0.903  0.795  0.571  1.000  1.0  0.205  N   14  0.121  (200,272,419,417)
  77  -0.835  0.227  0.613  0.904  0.472  0.459  1.000  1.0  0.363  N   -1  0.090  (398,188,586,313)
  78  -0.855  0.218  0.290  0.909  0.787  0.658  1.000  1.0  0.264  N   14  0.159  (183,251,433,417)
  79  -0.864  0.293  0.292  0.875  0.734  0.657  1.000  1.0  0.248  N   14  0.159  (272,248,522,414)
  80  -0.869  0.145  0.246  0.808  0.490  0.338  1.000  1.0  0.218  N   -1  0.040  (40,239,165,322)
  81  -0.871  0.033  0.565  0.927  0.428  0.386  1.000  1.0  0.291  N   -1  0.062  (421,200,577,304)
  82  -0.876  0.314  0.292  0.874  0.705  0.663  1.000  1.0  0.214  N   14  0.159  (152,243,402,409)
  83  -0.879  0.269  0.294  0.895  0.710  0.657  1.000  1.0  0.264  N   14  0.159  (230,251,480,417)
  84  -0.890  0.289  0.288  0.989  0.659  0.660  1.000  1.0  0.237  N   14  0.159  (119,251,369,417)
  85  -0.898  0.094  0.525  0.848  0.474  0.477  1.000  1.0  0.377  N   -1  0.090  (351,184,539,309)
  86  -0.905  0.085  0.372  0.947  0.523  0.494  1.000  1.0  0.384  N   -1  0.090  (313,191,501,316)
  87  -0.922  0.201  0.265  0.796  0.593  0.569  1.000  1.0  0.200  N   14  0.121  (284,272,503,417)
  88  -0.932  0.030  0.278  0.916  0.364  0.329  1.000  1.0  0.218  N   -1  0.040  (0,211,125,294)
  89  -0.937  0.282  0.290  0.992  0.560  0.661  1.000  1.0  0.224  N   14  0.159  (87,251,337,417)
  90  -0.948  0.022  0.508  0.778  0.247  0.310  1.000  1.0  0.228  N   -1  0.040  (456,215,581,298)
  91  -0.979  0.316  0.289  0.948  0.465  0.661  1.000  1.0  0.201  N   14  0.159  (28,251,278,417)
  92  -0.999  0.062  0.324  0.815  0.297  0.411  1.000  1.0  0.278  N   -1  0.062  (0,200,156,304)
  93  -1.019  0.121  0.253  0.739  0.286  0.423  1.000  1.0  0.281  N   -1  0.062  (48,224,204,328)
  94  -1.023  0.371  0.497  0.941  0.405  0.800  1.000  1.0  0.236  Y   14  0.249  (303,186,616,394)
  95  -1.027  0.090  0.260  0.658  0.209  0.340  1.000  1.0  0.252  N   -1  0.040  (178,242,303,325)
  96  -1.032  0.100  0.259  0.633  0.199  0.338  1.000  1.0  0.205  N   -1  0.040  (0,246,125,329)
  97  -1.033  0.115  0.424  0.762  0.249  0.488  1.000  1.0  0.354  N   -1  0.090  (1,186,189,311)
  98  -1.040  0.353  0.435  0.933  0.415  0.808  1.000  1.0  0.360  N   14  0.249  (307,204,620,412)
  99  -1.087  0.057  0.298  0.629  0.167  0.413  1.000  1.0  0.291  N   -1  0.062  (43,195,199,299)
 100  -1.127  0.022  0.251  0.368  0.095  0.333  1.000  1.0  0.231  N   -1  0.040  (51,213,176,296)
