图片: 3444_h
候选框数量: 100
LARGE_OBJECT_THRESHOLD=0.45, OBJECT_CLIP_PENALTY_WEIGHT=0.5, OBJECT_CLIP_FULL_PENALTY_AT=0.4, PENALTY_WEIGHT_IN_FINAL=0.5

按 final_score 排序:
  1. final=0.772 aes_norm=0.954 aes_raw=5.230 pen=0.364 rule=0.890 L=N i=  0 box=(232,90,580,322) area_ratio=0.360
  2. final=0.750 aes_norm=1.000 aes_raw=5.295 pen=0.500 rule=0.931 L=N i=  1 box=(37,192,327,385) area_ratio=0.249
  3. final=0.714 aes_norm=0.959 aes_raw=5.237 pen=0.490 rule=0.726 L=N i=  0 box=(232,67,580,299) area_ratio=0.360
  4. final=0.618 aes_norm=0.868 aes_raw=5.109 pen=0.500 rule=0.948 L=N i=  1 box=(101,194,391,387) area_ratio=0.249
  5. final=0.617 aes_norm=0.867 aes_raw=5.107 pen=0.500 rule=0.953 L=N i=  0 box=(232,113,580,345) area_ratio=0.360
  6. final=0.593 aes_norm=0.843 aes_raw=5.072 pen=0.500 rule=0.932 L=N i=  1 box=(0,165,290,358) area_ratio=0.249
  7. final=0.590 aes_norm=0.840 aes_raw=5.069 pen=0.500 rule=0.945 L=N i=  1 box=(11,141,301,334) area_ratio=0.249
  8. final=0.582 aes_norm=0.832 aes_raw=5.058 pen=0.500 rule=0.965 L=N i=  1 box=(69,130,359,323) area_ratio=0.249
  9. final=0.578 aes_norm=0.828 aes_raw=5.052 pen=0.500 rule=0.947 L=N i=  1 box=(78,181,310,335) area_ratio=0.159
 10. final=0.576 aes_norm=0.826 aes_raw=5.048 pen=0.500 rule=0.958 L=N i=  1 box=(42,129,332,322) area_ratio=0.249
 11. final=0.571 aes_norm=0.821 aes_raw=5.042 pen=0.500 rule=0.953 L=N i=  1 box=(63,155,411,387) area_ratio=0.360
 12. final=0.561 aes_norm=0.810 aes_raw=5.026 pen=0.498 rule=0.879 L=N i=  1 box=(115,155,463,387) area_ratio=0.360
 13. final=0.552 aes_norm=0.802 aes_raw=5.015 pen=0.500 rule=0.923 L=N i=  1 box=(3,188,293,381) area_ratio=0.249
 14. final=0.549 aes_norm=0.799 aes_raw=5.011 pen=0.500 rule=0.924 L=N i=  1 box=(0,184,232,338) area_ratio=0.159
 15. final=0.524 aes_norm=0.774 aes_raw=4.976 pen=0.500 rule=0.941 L=N i=  1 box=(46,174,336,367) area_ratio=0.249
 16. final=0.521 aes_norm=0.771 aes_raw=4.971 pen=0.500 rule=0.942 L=N i=  1 box=(71,188,361,381) area_ratio=0.249
 17. final=0.519 aes_norm=0.769 aes_raw=4.968 pen=0.500 rule=0.950 L=N i=  1 box=(62,162,294,316) area_ratio=0.159
 18. final=0.514 aes_norm=0.764 aes_raw=4.962 pen=0.500 rule=0.900 L=N i=  0 box=(185,90,533,322) area_ratio=0.360
 19. final=0.512 aes_norm=0.762 aes_raw=4.959 pen=0.500 rule=0.664 L=N i=  1 box=(133,133,423,326) area_ratio=0.249
 20. final=0.503 aes_norm=0.753 aes_raw=4.946 pen=0.500 rule=0.698 L=N i=  1 box=(128,202,360,356) area_ratio=0.159
 21. final=0.503 aes_norm=0.753 aes_raw=4.946 pen=0.500 rule=0.933 L=N i=  1 box=(35,185,267,339) area_ratio=0.159
 22. final=0.503 aes_norm=0.753 aes_raw=4.945 pen=0.500 rule=0.717 L=N i=  1 box=(123,119,413,312) area_ratio=0.249
 23. final=0.498 aes_norm=0.748 aes_raw=4.939 pen=0.500 rule=0.950 L=N i=  1 box=(77,172,367,365) area_ratio=0.249
 24. final=0.486 aes_norm=0.736 aes_raw=4.922 pen=0.500 rule=0.951 L=N i=  1 box=(108,192,340,346) area_ratio=0.159
 25. final=0.478 aes_norm=0.728 aes_raw=4.911 pen=0.500 rule=0.930 L=N i=  1 box=(60,209,292,363) area_ratio=0.159
 26. final=0.475 aes_norm=0.725 aes_raw=4.906 pen=0.500 rule=0.679 L=N i=  1 box=(130,188,420,381) area_ratio=0.249
