图片: B04
候选框数量: 100
权重: W_AES=0.29 W_CONTENT=0.2 W_THIRDS=0.22 W_CENTER=0.3 W_DEP=-0.25 W_CLIP_PEN=0.6 W_MISSING_PEN=-0.5

【最佳取景框】
  中心表示: (center_x=249.5, center_y=111.0, width=313.0, height=208.0)
  21  0.789  0.799  1.000  0.577  0.999  0.148  0.000  0.0  0.578  Y   -1  0.249  (84,38,397,246)
  22  0.786  0.782  1.000  0.587  0.998  0.150  0.000  0.0  0.579  Y   -1  0.249  (236,30,549,238)
  23  0.784  0.781  1.000  0.583  0.999  0.151  0.000  0.0  0.590  Y   -1  0.249  (192,32,505,240)
  24  0.783  0.820  1.000  0.573  0.999  0.214  0.000  0.0  0.575  Y   -1  0.249  (212,60,525,268)
  25  0.781  0.815  1.000  0.550  1.000  0.178  0.000  0.0  0.583  Y   -1  0.249  (122,52,435,260)
  26  0.773  0.720  1.000  0.592  0.998  0.118  0.000  0.0  0.581  Y   -1  0.121  (240,0,459,145)
  27  0.763  0.688  0.933  0.640  0.992  0.112  0.000  0.0  0.703  Y   -1  0.159  (269,0,519,166)
  28  0.743  0.648  0.938  0.606  0.997  0.105  0.000  0.0  0.573  Y   -1  0.159  (256,22,506,188)
  29  0.739  0.620  0.904  0.650  0.989  0.103  0.000  0.0  0.723  Y   -1  0.159  (300,0,550,166)
  30  0.738  0.605  0.927  0.651  0.990  0.110  0.000  0.0  0.629  Y   -1  0.121  (282,7,501,152)
  31  0.734  0.767  0.972  0.932  0.837  0.780  0.000  0.0  0.973  N    0  0.360  (125,153,501,403)
  32  0.718  0.589  0.874  0.622  0.995  0.093  0.000  0.0  0.714  Y   -1  0.159  (337,0,587,166)
  33  0.717  0.560  0.871  0.658  0.989  0.092  0.000  0.0  0.673  Y   -1  0.121  (334,7,553,152)
  34  0.715  0.763  0.958  0.804  0.920  0.733  0.000  0.0  0.964  N    0  0.360  (154,159,530,409)
  35  0.715  0.556  0.901  0.640  0.991  0.102  0.000  0.0  0.690  Y   -1  0.159  (291,6,541,172)
  36  0.705  0.532  0.931  0.600  0.997  0.093  0.000  0.0  0.704  Y   -1  0.159  (375,0,625,166)
  37  0.704  0.702  0.937  0.816  0.925  0.690  0.000  0.0  0.954  N    0  0.360  (181,167,557,417)
  38  0.697  0.547  0.837  0.617  0.995  0.083  0.000  0.0  0.612  Y   -1  0.159  (335,17,585,183)
  39  0.693  0.534  0.877  0.594  0.998  0.089  0.000  0.0  0.707  Y   -1  0.121  (365,0,584,145)
  40  0.691  0.694  0.945  0.953  0.801  0.854  0.000  0.0  0.961  N    0  0.360  (98,167,474,417)
  41  0.688  0.516  0.934  0.556  1.000  0.092  0.000  0.0  0.632  Y   -1  0.121  (408,6,627,151)
  42  0.687  0.707  0.987  0.882  0.481  0.494  0.000  0.0  0.967  N    0  0.249  (221,147,534,355)
  43  0.684  0.563  0.915  0.954  0.806  0.629  0.000  0.0  0.972  N    0  0.249  (156,178,469,386)
  44  0.683  0.690  0.988  0.960  0.448  0.586  0.000  0.0  0.976  N    0  0.249  (133,150,446,358)
  45  0.682  0.526  0.889  0.883  0.837  0.462  0.000  0.0  0.944  N    0  0.159  (255,226,505,392)
  46  0.677  0.371  0.915  0.719  0.972  0.107  0.000  0.0  0.584  Y   -1  0.090  (316,0,504,125)
  47  0.676  0.509  0.910  0.989  0.720  0.539  0.000  0.0  0.950  N    0  0.159  (183,251,433,417)
  48  0.674  0.569  0.880  0.883  0.836  0.572  0.000  0.0  0.942  N    0  0.249  (233,205,546,413)
  49  0.673  0.488  0.823  0.603  0.997  0.075  0.000  0.0  0.570  Y   -1  0.121  (359,23,578,168)
  50  0.671  0.474  0.922  0.976  0.759  0.534  0.000  0.0  0.959  N    0  0.249  (215,172,528,380)
  51  0.669  0.443  0.907  0.973  0.761  0.472  0.000  0.0  0.955  N    0  0.121  (197,249,416,394)
  52  0.669  0.412  0.888  0.642  0.992  0.092  0.000  0.0  0.632  Y   -1  0.090  (362,0,550,125)
  53  0.668  0.478  0.902  0.906  0.865  0.533  0.000  0.0  0.957  N    0  0.159  (188,237,438,403)
  54  0.665  0.460  0.893  0.800  0.940  0.412  0.000  0.0  0.947  N    0  0.121  (243,248,462,393)
  55  0.663  0.506  0.896  0.799  0.924  0.485  0.000  0.0  0.948  N    0  0.159  (217,243,467,409)
  56  0.660  0.491  0.889  0.880  0.736  0.410  0.000  0.0  0.942  N    0  0.121  (276,239,495,384)
  57  0.660  0.395  0.883  0.920  0.847  0.412  0.000  0.0  0.965  N    0  0.121  (213,221,432,366)
  58  0.657  0.537  0.904  0.805  0.918  0.588  0.000  0.0  0.962  N    0  0.249  (186,184,499,392)
  59  0.655  0.343  0.884  0.683  0.983  0.098  0.000  0.0  0.629  Y   -1  0.090  (340,0,528,125)
  60  0.651  0.408  0.899  0.572  0.999  0.087  0.000  0.0  0.617  Y   -1  0.090  (396,0,584,125)
  61  0.651  0.508  0.903  0.967  0.782  0.698  0.000  0.0  0.964  N    0  0.249  (140,186,453,394)
  62  0.651  0.582  0.896  0.885  0.833  0.741  0.000  0.0  0.957  N    0  0.249  (139,205,452,413)
  63  0.650  0.458  0.883  0.954  0.667  0.449  0.000  0.0  0.973  N    0  0.159  (193,193,443,359)
  64  0.649  0.556  0.886  0.730  0.970  0.583  0.000  0.0  0.952  N    0  0.249  (203,199,516,407)
  65  0.637  0.507  0.895  0.831  0.921  0.682  0.000  0.0  0.963  N    0  0.249  (156,199,469,407)
  66  0.637  0.392  0.895  0.881  0.882  0.519  0.000  0.0  0.964  N    0  0.159  (188,220,438,386)
  67  0.635  0.498  0.924  0.982  0.514  0.535  0.000  0.0  0.948  N    0  0.249  (260,171,573,379)
  68  0.628  0.313  0.874  0.930  0.809  0.407  0.000  0.0  0.961  N    0  0.121  (241,214,460,359)
  69  0.626  0.381  0.877  0.812  0.914  0.458  0.000  0.0  0.961  N    0  0.159  (217,209,467,375)
  70  0.625  0.638  0.986  0.718  0.528  0.495  0.000  0.0  0.974  N    0  0.249  (194,147,507,355)
  71  0.618  0.514  0.891  0.589  0.998  0.479  0.000  0.0  0.955  N    0  0.159  (218,224,468,390)
  72  0.615  0.716  0.994  0.795  0.308  0.599  0.000  0.0  0.970  N    0  0.249  (103,148,416,356)
  73  0.614  0.396  0.914  0.970  0.523  0.445  0.000  0.0  0.947  N    0  0.121  (200,272,419,417)
  74  0.612  0.490  0.898  0.708  0.977  0.652  0.000  0.0  0.957  N    0  0.249  (170,209,483,417)
  75  0.605  0.698  1.000  0.748  0.194  0.435  0.000  0.0  0.972  N    0  0.249  (123,121,436,329)
  76  0.603  0.428  0.903  0.920  0.494  0.441  0.000  0.0  0.978  N    0  0.159  (186,182,436,348)
  77  0.592  0.381  0.871  0.958  0.485  0.436  0.000  0.0  0.953  N    0  0.159  (272,192,522,358)
  78  0.591  0.584  0.911  0.684  0.503  0.422  0.000  0.0  0.971  N    0  0.159  (223,178,473,344)
  79  0.588  0.459  0.925  0.900  0.347  0.424  0.000  0.0  0.961  N    0  0.159  (265,175,515,341)
  80  0.582  0.268  0.873  0.988  0.545  0.403  0.000  0.0  0.952  N    0  0.121  (279,211,498,356)
  81  0.581  0.534  0.963  0.844  0.320  0.521  0.000  0.0  0.949  N    0  0.249  (279,157,592,365)
  82  0.565  0.549  0.913  0.872  0.452  0.758  0.000  0.0  0.953  N    0  0.249  (94,182,407,390)
  83  0.560  0.534  0.898  0.810  0.609  0.804  0.000  0.0  0.951  N    0  0.249  (109,199,422,407)
  84  0.543  0.690  1.000  0.492  0.277  0.430  0.000  0.0  0.979  N    0  0.249  (183,122,496,330)
  85  0.543  0.735  1.000  0.609  0.155  0.448  0.030  0.0  0.976  N    0  0.249  (100,123,413,331)
  86  0.535  0.428  0.925  0.815  0.301  0.475  0.000  0.0  0.970  N    0  0.159  (156,177,406,343)
  87  0.533  0.410  0.904  0.772  0.556  0.621  0.000  0.0  0.948  N    0  0.159  (150,220,400,386)
  88  0.525  0.306  0.873  0.871  0.348  0.389  0.000  0.0  0.957  N    0  0.121  (283,196,502,341)
  89  0.503  0.364  0.892  0.889  0.427  0.586  0.038  0.0  0.942  N    0  0.159  (141,206,391,372)
  90  0.491  0.429  0.905  0.745  0.315  0.376  0.050  0.0  0.960  N    0  0.121  (213,183,432,328)
  91  0.455  0.288  0.905  0.563  1.000  0.956  0.000  0.0  0.795  Y    1  0.159  (28,251,278,417)
  92  0.452  0.286  0.908  0.557  1.000  0.958  0.000  0.0  0.758  Y    1  0.159  (12,244,262,410)
  93  0.450  0.414  0.904  0.606  0.336  0.374  0.050  0.0  0.952  N    0  0.121  (243,183,462,328)
  94  0.441  0.386  0.906  0.677  0.204  0.391  0.042  0.0  0.955  N    0  0.121  (171,187,390,332)
  95  0.424  0.171  0.900  0.586  0.998  0.943  0.000  0.0  0.733  Y    1  0.121  (36,270,255,415)
  96  0.390  0.066  0.890  0.587  0.998  0.934  0.000  0.0  0.677  Y    1  0.090  (0,292,188,417)
  97  0.373  0.043  0.899  0.570  0.999  0.968  0.000  0.0  0.870  Y    1  0.121  (2,272,221,417)
  98  0.370  0.000  0.894  0.577  0.999  0.913  0.000  0.0  0.639  Y    1  0.090  (42,292,230,417)
  99  0.065  0.553  0.899  0.578  0.283  0.902  0.455  0.0  0.637  Y    1  0.249  (44,199,357,407)
 100  -0.077  0.474  0.899  0.409  0.176  0.966  0.500  0.0  0.912  Y    1  0.249  (0,207,313,415)
