图片: B15
候选框数量: 100
权重: W_AES=0.29 W_CONTENT=0.2 W_THIRDS=0.22 W_CENTER=0.3 W_DEP=-0.25 W_CLIP_PEN=0.6 W_MISSING_PEN=-0.5

【最佳取景框】
  中心表示: (center_x=405.5, center_y=110.5, width=295.0, height=221.0)
  20  0.486  0.986  0.629  0.948  0.811  0.100  0.500  0.0  0.959  N    0  0.249  (138,6,433,227)
  21  0.486  0.890  0.646  0.863  0.893  0.121  0.500  0.0  0.965  N    0  0.249  (147,15,442,236)
  22  0.479  0.633  0.803  0.555  1.000  0.109  0.500  0.0  0.959  N    4  0.160  (211,44,447,221)
  23  0.469  0.980  0.630  0.882  0.837  0.141  0.500  0.0  0.965  N    0  0.249  (137,22,432,243)
  24  0.468  0.687  0.812  0.669  0.985  0.130  0.534  0.0  0.781  N    0  0.160  (209,57,445,234)
  25  0.468  0.622  0.777  0.608  0.997  0.104  0.517  0.0  0.859  N    6  0.160  (212,37,448,214)
  26  0.467  0.854  0.628  0.931  0.834  0.094  0.500  0.0  0.960  N    4  0.249  (147,0,442,221)
  27  0.457  0.793  0.706  0.885  0.834  0.106  0.500  0.0  0.967  N    4  0.160  (175,44,411,221)
  28  0.446  0.732  0.741  0.888  0.868  0.119  0.523  0.0  0.849  N    0  0.160  (180,53,416,230)
  29  0.446  0.697  0.705  0.755  0.961  0.097  0.563  0.0  0.509  N    6  0.160  (217,21,453,198)
  30  0.443  0.576  0.837  0.662  0.986  0.111  0.557  0.0  0.634  N    6  0.122  (234,61,440,216)
  31  0.442  0.787  0.730  0.912  0.842  0.123  0.529  0.0  0.819  N    0  0.160  (177,55,413,232)
  32  0.440  0.912  0.649  0.908  0.864  0.206  0.500  0.0  0.973  N    0  0.249  (147,37,442,258)
  33  0.439  0.737  0.681  0.893  0.848  0.101  0.517  0.0  0.868  N    6  0.160  (177,37,413,214)
  34  0.438  0.615  0.814  0.693  0.977  0.141  0.546  0.0  0.721  N    0  0.160  (211,61,447,238)
  35  0.434  0.599  0.715  0.686  0.979  0.099  0.549  0.0  0.622  N    6  0.160  (211,26,447,203)
  36  0.428  0.688  0.660  0.868  0.899  0.096  0.549  0.0  0.629  N    6  0.160  (186,26,422,203)
  37  0.423  0.830  0.662  0.865  0.895  0.227  0.500  0.0  0.972  N    0  0.249  (158,41,453,262)
  38  0.421  0.765  0.855  0.975  0.759  0.675  0.084  0.0  0.558  N    0  0.249  (265,71,560,292)
  39  0.415  0.874  0.775  0.966  0.741  0.759  0.023  0.0  0.834  N    0  0.358  (235,53,589,318)
  40  0.405  0.939  0.562  0.884  0.833  0.220  0.500  0.0  0.962  N    0  0.358  (98,0,452,265)
  41  0.390  0.706  0.767  0.891  0.875  0.175  0.574  0.0  0.579  N    0  0.160  (187,71,423,248)
  42  0.376  0.697  0.582  0.944  0.818  0.089  0.569  0.0  0.475  N    6  0.160  (177,19,413,196)
  43  0.369  0.435  0.910  0.556  1.000  0.198  0.569  0.0  0.477  N    1  0.089  (399,78,576,210)
  44  0.357  0.780  0.681  0.850  0.711  0.100  0.557  0.0  0.634  N    6  0.122  (183,52,389,207)
  45  0.345  0.942  0.593  0.919  0.664  0.204  0.500  0.0  0.966  N    0  0.249  (118,38,413,259)
  46  0.343  0.344  0.908  0.659  0.987  0.218  0.569  0.0  0.475  N    1  0.089  (406,78,583,210)
  47  0.336  0.390  0.904  0.770  0.944  0.236  0.569  0.0  0.473  N    1  0.089  (414,78,591,210)
  48  0.329  0.355  0.904  0.770  0.944  0.233  0.569  0.0  0.474  N    1  0.089  (414,82,591,214)
  49  0.324  0.967  0.551  0.767  0.568  0.118  0.500  0.0  0.953  N    0  0.249  (103,15,398,236)
  50  0.285  0.920  0.593  0.727  0.543  0.093  0.555  0.0  0.593  N    6  0.160  (141,37,377,214)
  51  0.283  0.955  0.516  0.770  0.613  0.224  0.500  0.0  0.953  N    0  0.358  (64,0,418,265)
  52  0.248  0.823  0.643  0.746  0.533  0.117  0.573  0.0  0.575  N    5  0.160  (140,56,376,233)
  53  0.209  0.805  0.599  0.974  0.596  0.317  0.540  0.0  0.760  N    0  0.249  (118,59,413,280)
  54  0.136  0.848  0.482  0.681  0.394  0.131  0.583  0.0  0.499  N    5  0.249  (72,10,367,231)
  55  0.132  0.880  0.521  0.766  0.395  0.208  0.566  0.0  0.604  N    5  0.249  (76,40,371,261)
  56  -0.006  0.604  0.558  0.928  0.379  0.378  0.578  0.0  0.554  N    5  0.249  (90,71,385,292)
  57  -0.551  0.072  0.556  0.802  0.931  0.200  1.000  1.0  0.745  N    5  0.040  (130,161,248,249)
  58  -0.587  0.081  0.499  0.829  0.907  0.237  1.000  1.0  0.819  N    5  0.062  (115,148,262,258)
  59  -0.606  0.165  0.473  0.755  0.953  0.331  1.000  1.0  0.884  N    5  0.089  (75,147,252,279)
  60  -0.618  0.189  0.405  0.882  0.754  0.181  1.000  1.0  0.873  N    5  0.089  (74,117,251,249)
  61  -0.631  0.180  0.451  0.682  0.984  0.391  1.000  1.0  0.944  N    5  0.122  (43,138,249,293)
  62  -0.637  0.384  0.819  0.735  0.967  0.640  1.000  1.0  0.546  Y    7  0.122  (384,260,590,415)
  63  -0.640  0.233  0.448  0.821  0.629  0.133  1.000  1.0  0.812  N    5  0.062  (118,126,265,236)
  64  -0.641  0.227  0.386  0.915  0.770  0.260  1.000  1.0  0.709  N    5  0.122  (29,112,235,267)
  65  -0.644  0.219  0.395  0.857  0.894  0.367  1.000  1.0  0.844  N    5  0.160  (8,114,244,291)
  66  -0.653  0.466  0.299  0.881  0.608  0.201  1.000  1.0  0.933  N    5  0.160  (35,55,271,232)
  67  -0.653  0.213  0.417  0.763  0.957  0.429  1.000  1.0  0.729  N    5  0.160  (0,127,236,304)
  68  -0.663  0.303  0.317  0.919  0.715  0.261  1.000  1.0  0.726  N    5  0.160  (1,77,237,254)
  69  -0.673  0.036  0.544  0.878  0.885  0.397  1.000  1.0  0.822  N    5  0.062  (118,177,265,287)
  70  -0.677  0.192  0.439  0.604  0.996  0.478  1.000  1.0  0.960  N    5  0.160  (30,132,266,309)
  71  -0.678  0.111  0.511  0.729  0.963  0.467  1.000  1.0  0.884  N    5  0.089  (83,170,260,302)
  72  -0.681  0.420  0.750  0.754  0.960  0.715  1.000  1.0  0.632  Y    7  0.160  (355,262,591,439)
  73  -0.689  0.203  0.769  0.811  0.930  0.623  1.000  1.0  0.502  Y    7  0.122  (336,288,542,443)
  74  -0.691  0.500  0.782  0.707  0.976  0.789  1.000  1.0  0.684  Y    7  0.160  (355,244,591,421)
  75  -0.703  0.357  0.825  0.869  0.897  0.726  1.000  1.0  0.600  Y    7  0.122  (351,253,557,408)
  76  -0.707  0.186  0.490  0.687  0.982  0.561  1.000  1.0  0.726  N    5  0.122  (30,171,236,326)
  77  -0.708  0.187  0.755  0.770  0.955  0.661  1.000  1.0  0.490  Y    7  0.122  (315,288,521,443)
  78  -0.708  0.209  0.371  0.693  0.528  0.105  1.000  1.0  0.507  N    5  0.040  (126,132,244,220)
  79  -0.709  0.377  0.747  0.726  0.967  0.751  1.000  1.0  0.681  Y    7  0.160  (328,260,564,437)
  80  -0.719  0.449  0.845  0.835  0.915  0.819  1.000  1.0  0.639  N    7  0.122  (379,230,585,385)
  81  -0.721  0.320  0.309  0.791  0.548  0.198  1.000  1.0  0.833  N    5  0.122  (38,81,244,236)
  82  -0.734  0.176  0.541  0.891  0.865  0.566  1.000  1.0  0.684  N    5  0.089  (74,195,251,327)
  83  -0.737  0.234  0.464  0.755  0.959  0.626  1.000  1.0  0.720  N    5  0.160  (0,164,236,341)
  84  -0.747  0.306  0.765  0.767  0.944  0.788  1.000  1.0  0.512  Y    7  0.122  (298,262,504,417)
  85  -0.754  0.337  0.292  0.717  0.431  0.139  1.000  1.0  0.769  N    5  0.089  (75,90,252,222)
  86  -0.754  0.444  0.773  0.888  0.882  0.839  1.000  1.0  0.743  Y    7  0.160  (327,238,563,415)
  87  -0.756  0.337  0.229  0.736  0.505  0.192  1.000  1.0  0.501  N    5  0.122  (43,57,249,212)
  88  -0.764  0.328  0.691  0.585  0.999  0.815  1.000  1.0  0.571  Y    7  0.160  (275,266,511,443)
  89  -0.765  0.000  0.601  0.851  0.643  0.356  1.000  1.0  0.513  N    5  0.040  (134,197,252,285)
  90  -0.773  0.377  0.251  0.829  0.483  0.252  1.000  1.0  0.791  N    5  0.160  (6,49,242,226)
  91  -0.779  0.172  0.511  0.862  0.901  0.669  1.000  1.0  0.728  N    5  0.122  (43,195,249,350)
  92  -0.781  0.462  0.816  0.933  0.801  0.853  1.000  1.0  0.619  N    7  0.122  (345,230,551,385)
  93  -0.790  0.328  0.648  0.734  0.968  0.854  1.000  1.0  0.508  Y    7  0.160  (250,263,486,440)
  94  -0.796  0.368  0.732  0.831  0.903  0.879  1.000  1.0  0.645  Y    7  0.160  (290,242,526,419)
  95  -0.803  0.562  0.692  0.576  0.999  1.000  1.000  1.0  0.877  Y    7  0.249  (296,221,591,442)
  96  -0.819  0.242  0.471  0.896  0.874  0.749  1.000  1.0  0.583  N    5  0.160  (0,194,236,371)
  97  -0.819  0.248  0.478  0.877  0.885  0.761  1.000  1.0  0.877  N    5  0.160  (31,191,267,368)
  98  -0.824  0.514  0.630  0.744  0.964  1.000  1.000  1.0  0.772  Y    7  0.249  (242,222,537,443)
  99  -0.838  0.326  0.777  0.894  0.784  0.864  1.000  1.0  0.495  Y    7  0.122  (314,236,520,391)
 100  -0.864  0.334  0.643  0.934  0.834  0.921  1.000  1.0  0.503  Y    7  0.160  (246,241,482,418)
