图片: B08
候选框数量: 100
权重: W_AES=0.29 W_CONTENT=0.2 W_THIRDS=0.22 W_CENTER=0.3 W_DEP=-0.25 W_CLIP_PEN=0.6 W_MISSING_PEN=-0.5

【最佳取景框】
  中心表示: (center_x=398.5, center_y=177.5, width=387.0, height=243.0)
  39  0.563  0.753  0.964  0.680  0.386  0.465  0.081  0.0  0.983  N    4  0.249  (188,76,511,278)
  40  0.546  0.664  0.800  0.774  0.231  0.362  0.046  0.0  0.940  N    5  0.160  (48,101,306,263)
  41  0.535  0.619  0.840  0.680  0.263  0.263  0.046  0.0  0.939  N    5  0.122  (78,101,304,242)
  42  0.506  0.712  0.764  0.857  0.287  0.532  0.112  0.0  0.958  N    5  0.249  (7,94,330,296)
  43  0.502  0.097  0.615  0.946  0.789  0.434  0.000  0.0  0.421  Y   -1  0.062  (225,225,386,326)
  44  0.500  0.068  0.682  0.916  0.806  0.437  0.000  0.0  0.423  Y   -1  0.062  (263,219,424,320)
  45  0.500  0.671  0.914  0.913  0.544  0.490  0.235  0.0  0.980  N    6  0.160  (269,126,527,288)
  46  0.494  0.125  0.661  0.909  0.786  0.517  0.000  0.0  0.532  Y   -1  0.089  (214,211,407,332)
  47  0.453  0.702  0.908  0.910  0.365  0.646  0.227  0.0  0.983  N    6  0.249  (199,120,522,322)
  48  0.445  0.149  0.544  0.849  0.700  0.516  0.000  0.0  0.495  Y   -1  0.089  (180,222,373,343)
  49  0.443  0.195  0.833  0.952  0.465  0.853  0.000  0.0  0.861  Y    0  0.160  (388,243,646,405)
  50  0.420  0.856  0.937  0.934  0.752  0.393  0.500  0.0  0.936  N    6  0.249  (286,51,609,253)
  51  0.416  0.877  0.863  0.780  0.943  0.318  0.500  0.0  0.964  N    4  0.249  (92,53,415,255)
  52  0.408  0.839  0.892  0.934  0.826  0.451  0.500  0.0  0.971  N    4  0.249  (83,77,406,279)
  53  0.397  0.731  0.944  0.882  0.881  0.352  0.500  0.0  0.979  N    5  0.160  (162,96,420,258)
  54  0.377  0.807  0.953  0.767  0.953  0.495  0.500  0.0  0.959  N    6  0.249  (285,76,608,278)
  55  0.360  0.602  0.965  0.591  0.437  0.405  0.271  0.0  0.958  N    4  0.160  (239,104,497,266)
  56  0.358  0.598  0.959  0.987  0.683  0.310  0.500  0.0  0.923  N    4  0.122  (209,107,435,248)
  57  0.358  0.759  0.925  0.925  0.844  0.632  0.500  0.0  0.966  N    6  0.249  (280,114,603,316)
  58  0.349  0.744  0.929  0.622  0.994  0.251  0.515  0.0  0.923  N    4  0.160  (145,76,403,238)
  59  0.333  0.711  0.975  0.695  0.399  0.369  0.392  0.0  0.978  N    5  0.160  (230,96,488,258)
  60  0.280  0.854  0.927  0.775  0.191  0.318  0.500  0.0  0.950  N    4  0.249  (129,50,452,252)
  61  0.273  0.575  0.843  0.910  0.388  0.534  0.418  0.0  0.964  N    6  0.160  (264,143,522,305)
  62  0.265  0.782  0.956  0.737  0.964  0.548  0.613  0.0  0.966  N    6  0.249  (280,90,603,292)
  63  0.242  0.660  0.961  0.810  0.236  0.286  0.507  0.0  0.943  N    4  0.160  (202,77,460,239)
  64  0.237  0.717  0.845  0.830  0.587  0.718  0.500  0.0  0.952  N    6  0.249  (283,139,606,341)
  65  0.216  0.740  0.869  0.927  0.422  0.891  0.500  0.0  0.967  Y    6  0.359  (187,128,574,371)
  66  0.200  0.704  0.850  0.717  0.213  0.711  0.413  0.0  0.698  Y    6  0.249  (172,137,495,339)
  67  0.175  0.678  0.963  0.557  0.291  0.365  0.500  0.0  0.982  N    5  0.160  (204,97,462,259)
  68  0.169  0.747  0.940  0.573  0.290  0.529  0.499  0.0  0.993  N    5  0.249  (152,91,475,293)
  69  0.138  0.538  0.821  0.787  0.516  0.772  0.500  0.0  0.942  N    2  0.249  (323,146,646,348)
  70  0.130  0.733  0.788  0.846  0.292  1.000  0.500  0.0  0.948  Y    1  0.359  (212,162,599,405)
  71  0.125  0.683  0.801  0.727  0.266  0.725  0.500  0.0  0.927  Y    6  0.249  (209,148,532,350)
  72  0.119  0.633  0.769  0.786  0.277  0.746  0.500  0.0  0.872  Y    6  0.249  (221,155,544,357)
  73  0.112  0.719  0.867  0.722  0.215  0.878  0.500  0.0  0.954  Y    6  0.359  (129,128,516,371)
  74  0.095  0.719  0.786  0.781  0.238  1.000  0.500  0.0  0.954  Y    1  0.359  (185,162,572,405)
  75  0.063  0.728  0.790  0.590  0.349  1.000  0.500  0.0  0.936  Y    0  0.359  (259,162,646,405)
  76  0.062  0.785  0.840  0.567  0.125  0.893  0.500  0.0  0.735  Y    4  0.359  (70,128,457,371)
  77  0.048  0.303  0.801  0.889  0.348  0.821  0.500  0.0  0.868  Y    2  0.160  (388,229,646,391)
  78  0.038  0.465  0.790  0.789  0.299  0.942  0.500  0.0  0.920  Y    0  0.249  (323,203,646,405)
  79  0.033  0.456  0.740  0.701  0.379  0.833  0.500  0.0  0.876  Y    2  0.249  (323,165,646,367)
  80  0.033  0.442  0.708  0.776  0.197  0.707  0.500  0.0  0.921  N    2  0.160  (388,199,646,361)
  81  0.016  0.467  0.727  0.709  0.219  0.781  0.500  0.0  0.798  Y    6  0.249  (217,166,540,368)
  82  0.015  0.138  0.797  0.910  0.369  0.755  0.500  0.0  0.709  Y    2  0.122  (413,243,639,384)
  83  0.013  0.402  0.776  0.801  0.226  0.893  0.500  0.0  0.909  Y    3  0.249  (242,200,565,402)
  84  0.008  0.293  0.742  0.823  0.265  0.764  0.500  0.0  0.868  Y    2  0.160  (388,212,646,374)
  85  0.005  0.421  0.731  0.638  0.381  0.815  0.500  0.0  0.712  Y    6  0.249  (290,166,613,368)
  86  0.003  0.707  0.809  0.503  0.143  0.963  0.500  0.0  0.872  Y    6  0.359  (129,152,516,395)
  87  -0.003  0.443  0.759  0.716  0.224  0.898  0.500  0.0  0.903  Y    2  0.249  (323,188,646,390)
  88  -0.007  0.333  0.700  0.685  0.219  0.601  0.500  0.0  0.629  Y    6  0.160  (263,173,521,335)
  89  -0.008  0.167  0.777  0.863  0.315  0.780  0.500  0.0  0.927  N    3  0.160  (296,243,554,405)
  90  -0.008  0.702  0.782  0.507  0.143  0.994  0.500  0.0  0.954  Y    3  0.359  (141,162,528,405)
  91  -0.015  0.123  0.679  0.499  0.138  0.718  0.301  0.0  0.640  Y    3  0.160  (240,238,498,400)
  92  -0.029  0.046  0.838  0.801  0.396  0.726  0.500  0.0  0.918  N    3  0.122  (329,264,555,405)
  93  -0.034  0.406  0.772  0.662  0.181  0.883  0.500  0.0  0.946  Y    3  0.249  (217,203,540,405)
  94  -0.049  0.160  0.809  0.690  0.366  0.802  0.500  0.0  0.921  N    1  0.160  (319,243,577,405)
  95  -0.069  0.506  0.771  0.480  0.117  0.895  0.500  0.0  0.766  Y    3  0.249  (265,195,588,397)
  96  -0.082  0.153  0.720  0.708  0.217  0.746  0.500  0.0  0.934  N    3  0.160  (267,243,525,405)
  97  -0.087  0.234  0.778  0.597  0.191  0.780  0.500  0.0  0.689  Y    0  0.160  (357,223,615,385)
  98  -0.093  0.000  0.718  0.776  0.261  0.685  0.500  0.0  0.927  N    3  0.122  (295,264,521,405)
  99  -0.127  0.428  0.742  0.383  0.095  0.859  0.500  0.0  0.691  Y    3  0.249  (177,195,500,397)
 100  -0.165  0.346  0.723  0.363  0.094  0.867  0.500  0.0  0.653  Y    3  0.249  (161,203,484,405)
