图片: 6915_h
候选框数量: 100
LARGE_OBJECT_THRESHOLD=0.45, OBJECT_CLIP_PENALTY_WEIGHT=0.5, OBJECT_CLIP_FULL_PENALTY_AT=0.4, PENALTY_WEIGHT_IN_FINAL=0.5
 27. final=0.446 aes_norm=0.446 aes_raw=5.019 pen=0.000 rule=0.951 L=N i=  0 box=(378,196,608,373) area_ratio=0.122
 28. final=0.443 aes_norm=0.443 aes_raw=5.016 pen=0.000 rule=0.968 L=N i=  0 box=(289,121,553,323) area_ratio=0.160
 29. final=0.437 aes_norm=0.437 aes_raw=5.008 pen=0.000 rule=0.952 L=N i=  0 box=(214,12,544,265) area_ratio=0.250
 30. final=0.432 aes_norm=0.432 aes_raw=5.001 pen=0.000 rule=0.554 L=Y i= -1 box=(0,72,330,325) area_ratio=0.250
 31. final=0.416 aes_norm=0.416 aes_raw=4.979 pen=0.000 rule=0.549 L=Y i= -1 box=(13,107,343,360) area_ratio=0.250
 32. final=0.406 aes_norm=0.656 aes_raw=5.301 pen=0.500 rule=0.968 L=N i=  1 box=(131,201,527,504) area_ratio=0.359
 33. final=0.400 aes_norm=0.400 aes_raw=4.959 pen=0.000 rule=0.963 L=N i=  0 box=(284,101,548,303) area_ratio=0.160
 34. final=0.393 aes_norm=0.393 aes_raw=4.949 pen=0.000 rule=0.964 L=N i=  0 box=(311,126,575,328) area_ratio=0.160
 35. final=0.392 aes_norm=0.459 aes_raw=5.038 pen=0.135 rule=0.968 L=N i=  1 box=(187,42,517,295) area_ratio=0.250
 36. final=0.390 aes_norm=0.390 aes_raw=4.945 pen=0.000 rule=0.949 L=N i=  0 box=(360,114,624,316) area_ratio=0.160
 37. final=0.378 aes_norm=0.462 aes_raw=5.041 pen=0.169 rule=0.989 L=N i=  1 box=(183,104,513,357) area_ratio=0.250
 38. final=0.375 aes_norm=0.625 aes_raw=5.259 pen=0.500 rule=0.974 L=N i=  1 box=(198,184,528,437) area_ratio=0.250
 39. final=0.375 aes_norm=0.375 aes_raw=4.925 pen=0.000 rule=0.961 L=N i=  0 box=(357,153,621,355) area_ratio=0.160
 40. final=0.373 aes_norm=0.373 aes_raw=4.923 pen=0.000 rule=0.929 L=N i=  0 box=(330,27,660,280) area_ratio=0.250
 41. final=0.370 aes_norm=0.370 aes_raw=4.918 pen=0.000 rule=0.944 L=N i=  0 box=(247,12,577,265) area_ratio=0.250
 42. final=0.369 aes_norm=0.619 aes_raw=5.251 pen=0.500 rule=0.958 L=N i=  0 box=(274,176,604,429) area_ratio=0.250
 43. final=0.361 aes_norm=0.408 aes_raw=4.969 pen=0.093 rule=0.972 L=N i=  1 box=(192,60,522,313) area_ratio=0.250
 44. final=0.349 aes_norm=0.599 aes_raw=5.224 pen=0.500 rule=0.962 L=N i=  0 box=(220,205,550,458) area_ratio=0.250
 45. final=0.345 aes_norm=0.345 aes_raw=4.885 pen=0.000 rule=0.561 L=Y i= -1 box=(0,41,330,294) area_ratio=0.250
 46. final=0.343 aes_norm=0.461 aes_raw=5.041 pen=0.236 rule=0.995 L=N i=  1 box=(175,136,505,389) area_ratio=0.250
 47. final=0.341 aes_norm=0.341 aes_raw=4.880 pen=0.000 rule=0.974 L=N i=  1 box=(265,120,529,322) area_ratio=0.160
 48. final=0.338 aes_norm=0.338 aes_raw=4.876 pen=0.000 rule=0.955 L=N i=  0 box=(346,124,576,301) area_ratio=0.122
 49. final=0.330 aes_norm=0.580 aes_raw=5.199 pen=0.500 rule=0.977 L=N i=  1 box=(134,79,464,332) area_ratio=0.250
 50. final=0.327 aes_norm=0.379 aes_raw=4.930 pen=0.103 rule=0.920 L=N i=  0 box=(390,101,654,303) area_ratio=0.160
 51. final=0.325 aes_norm=0.325 aes_raw=4.859 pen=0.000 rule=0.557 L=Y i= -1 box=(46,107,376,360) area_ratio=0.250
 52. final=0.323 aes_norm=0.323 aes_raw=4.856 pen=0.000 rule=0.968 L=N i=  0 box=(328,151,592,353) area_ratio=0.160
 53. final=0.312 aes_norm=0.562 aes_raw=5.175 pen=0.500 rule=0.989 L=N i=  1 box=(134,136,464,389) area_ratio=0.250
 54. final=0.311 aes_norm=0.311 aes_raw=4.839 pen=0.000 rule=0.969 L=N i=  1 box=(300,133,530,310) area_ratio=0.122
 55. final=0.307 aes_norm=0.307 aes_raw=4.835 pen=0.000 rule=0.947 L=N i=  0 box=(329,86,593,288) area_ratio=0.160
 56. final=0.301 aes_norm=0.551 aes_raw=5.160 pen=0.500 rule=0.965 L=N i=  0 box=(238,182,568,435) area_ratio=0.250
 57. final=0.300 aes_norm=0.300 aes_raw=4.826 pen=0.000 rule=0.959 L=N i=  0 box=(326,182,590,384) area_ratio=0.160
 58. final=0.300 aes_norm=0.465 aes_raw=5.045 pen=0.329 rule=0.971 L=N i=  1 box=(164,37,494,290) area_ratio=0.250
 59. final=0.296 aes_norm=0.546 aes_raw=5.154 pen=0.500 rule=0.954 L=N i=  0 box=(190,203,586,506) area_ratio=0.359
 60. final=0.296 aes_norm=0.546 aes_raw=5.154 pen=0.500 rule=0.944 L=N i=  0 box=(330,178,660,431) area_ratio=0.250
 61. final=0.283 aes_norm=0.533 aes_raw=5.137 pen=0.500 rule=0.982 L=N i=  1 box=(125,104,455,357) area_ratio=0.250
 62. final=0.282 aes_norm=0.282 aes_raw=4.801 pen=0.000 rule=0.977 L=N i=  0 box=(289,156,553,358) area_ratio=0.160
 63. final=0.276 aes_norm=0.276 aes_raw=4.793 pen=0.000 rule=0.930 L=N i=  0 box=(368,62,632,264) area_ratio=0.160
 64. final=0.271 aes_norm=0.436 aes_raw=5.006 pen=0.329 rule=0.964 L=N i=  1 box=(164,12,494,265) area_ratio=0.250
 65. final=0.262 aes_norm=0.262 aes_raw=4.775 pen=0.000 rule=0.951 L=N i=  0 box=(364,180,628,382) area_ratio=0.160
 66. final=0.244 aes_norm=0.244 aes_raw=4.751 pen=0.000 rule=0.932 L=N i=  0 box=(293,9,623,262) area_ratio=0.250
 67. final=0.236 aes_norm=0.276 aes_raw=4.794 pen=0.081 rule=0.918 L=N i=  0 box=(319,58,583,260) area_ratio=0.160
 68. final=0.223 aes_norm=0.223 aes_raw=4.723 pen=0.000 rule=0.946 L=N i=  0 box=(385,123,615,300) area_ratio=0.122
 69. final=0.200 aes_norm=0.309 aes_raw=4.838 pen=0.218 rule=0.936 L=N i=  1 box=(246,59,510,261) area_ratio=0.160
 70. final=0.195 aes_norm=0.445 aes_raw=5.019 pen=0.500 rule=0.979 L=N i=  1 box=(141,173,471,426) area_ratio=0.250
 71. final=0.183 aes_norm=0.297 aes_raw=4.821 pen=0.228 rule=0.986 L=N i=  1 box=(242,143,506,345) area_ratio=0.160
 72. final=0.179 aes_norm=0.326 aes_raw=4.860 pen=0.296 rule=0.977 L=N i=  1 box=(268,197,498,374) area_ratio=0.122
 73. final=0.173 aes_norm=0.173 aes_raw=4.655 pen=0.000 rule=0.972 L=N i=  1 box=(265,190,529,392) area_ratio=0.160
 74. final=0.167 aes_norm=0.167 aes_raw=4.648 pen=0.000 rule=0.975 L=N i=  0 box=(311,159,541,336) area_ratio=0.122
 75. final=0.164 aes_norm=0.274 aes_raw=4.790 pen=0.220 rule=0.978 L=N i=  1 box=(243,187,507,389) area_ratio=0.160
 76. final=0.137 aes_norm=0.171 aes_raw=4.653 pen=0.068 rule=0.970 L=N i=  1 box=(295,199,525,376) area_ratio=0.122
 77. final=0.133 aes_norm=0.213 aes_raw=4.709 pen=0.160 rule=0.969 L=N i=  1 box=(250,211,514,413) area_ratio=0.160
 78. final=0.132 aes_norm=0.382 aes_raw=4.935 pen=0.500 rule=0.942 L=N i=  0 box=(286,216,616,469) area_ratio=0.250
 79. final=0.101 aes_norm=0.101 aes_raw=4.559 pen=0.000 rule=0.952 L=N i=  0 box=(328,205,592,407) area_ratio=0.160
 80. final=0.099 aes_norm=0.255 aes_raw=4.765 pen=0.312 rule=0.979 L=N i=  1 box=(232,111,496,313) area_ratio=0.160
 81. final=0.096 aes_norm=0.096 aes_raw=4.554 pen=0.000 rule=0.964 L=N i=  0 box=(275,206,539,408) area_ratio=0.160
 82. final=0.094 aes_norm=0.094 aes_raw=4.551 pen=0.000 rule=0.568 L=Y i= -1 box=(33,10,363,263) area_ratio=0.250
 83. final=0.082 aes_norm=0.332 aes_raw=4.868 pen=0.500 rule=0.989 L=N i=  1 box=(207,180,471,382) area_ratio=0.160
 84. final=0.082 aes_norm=0.082 aes_raw=4.534 pen=0.000 rule=0.557 L=Y i= -1 box=(0,0,330,253) area_ratio=0.250
 85. final=0.079 aes_norm=0.286 aes_raw=4.807 pen=0.414 rule=0.988 L=N i=  1 box=(254,156,484,333) area_ratio=0.122
 86. final=0.073 aes_norm=0.073 aes_raw=4.522 pen=0.000 rule=0.952 L=N i=  0 box=(333,104,563,281) area_ratio=0.122
 87. final=0.062 aes_norm=0.312 aes_raw=4.841 pen=0.500 rule=0.932 L=N i=  0 box=(330,216,660,469) area_ratio=0.250
 88. final=0.020 aes_norm=0.020 aes_raw=4.451 pen=0.000 rule=0.968 L=N i=  0 box=(339,172,569,349) area_ratio=0.122
 89. final=0.010 aes_norm=0.260 aes_raw=4.772 pen=0.500 rule=0.991 L=N i=  1 box=(223,165,453,342) area_ratio=0.122
 90. final=0.000 aes_norm=0.000 aes_raw=4.426 pen=0.000 rule=0.956 L=N i=  0 box=(344,204,574,381) area_ratio=0.122
 91. final=0.000 aes_norm=0.000 aes_raw=4.425 pen=0.000 rule=0.960 L=N i=  1 box=(301,103,531,280) area_ratio=0.122
 92. final=-0.011 aes_norm=0.239 aes_raw=4.744 pen=0.500 rule=0.997 L=N i=  1 box=(205,155,469,357) area_ratio=0.160
 93. final=-0.015 aes_norm=0.235 aes_raw=4.738 pen=0.500 rule=0.989 L=N i=  1 box=(203,120,467,322) area_ratio=0.160
 94. final=-0.026 aes_norm=0.130 aes_raw=4.598 pen=0.312 rule=0.967 L=N i=  1 box=(266,98,496,275) area_ratio=0.122
 95. final=-0.052 aes_norm=0.198 aes_raw=4.689 pen=0.500 rule=0.929 L=N i=  1 box=(218,192,448,369) area_ratio=0.122
 96. final=-0.061 aes_norm=0.129 aes_raw=4.597 pen=0.380 rule=0.975 L=N i=  1 box=(224,93,488,295) area_ratio=0.160
 97. final=-0.078 aes_norm=0.172 aes_raw=4.655 pen=0.500 rule=0.981 L=N i=  1 box=(199,211,463,413) area_ratio=0.160
 98. final=-0.106 aes_norm=0.130 aes_raw=4.599 pen=0.473 rule=0.980 L=N i=  1 box=(247,125,477,302) area_ratio=0.122
 99. final=-0.141 aes_norm=0.109 aes_raw=4.571 pen=0.500 rule=0.941 L=N i=  0 box=(361,214,625,416) area_ratio=0.160
100. final=-0.143 aes_norm=0.107 aes_raw=4.568 pen=0.500 rule=0.981 L=N i=  1 box=(199,92,463,294) area_ratio=0.160
