图片: B05
候选框数量: 100
权重: W_AES=0.29 W_CONTENT=0.2 W_THIRDS=0.22 W_CENTER=0.3 W_DEP=-0.25 W_CLIP_PEN=0.6 W_MISSING_PEN=-0.5

【最佳取景框】
  中心表示: (center_x=447.5, center_y=245.0, width=327.0, height=200.0)
  44  0.760  0.628  0.644  0.956  0.797  0.017  0.000  0.0  0.073  Y   -1  0.250  (172,34,499,234)
  45  0.758  0.864  0.855  0.843  0.913  0.623  0.000  0.0  0.548  Y   -1  0.160  (284,231,545,391)
  46  0.756  0.697  0.519  0.989  0.725  0.000  0.000  0.0  0.035  Y   -1  0.250  (277,3,604,203)
  47  0.750  0.834  0.913  0.765  0.951  0.587  0.000  0.0  0.548  Y   -1  0.160  (278,224,539,384)
  48  0.750  0.738  0.827  0.915  0.847  0.461  0.000  0.0  0.548  Y   -1  0.160  (158,192,419,352)
  49  0.743  0.665  0.574  0.965  0.782  0.099  0.000  0.0  0.111  Y   -1  0.360  (71,27,463,267)
  50  0.736  0.635  0.605  0.931  0.740  0.015  0.000  0.0  0.073  Y   -1  0.250  (127,51,454,251)
  51  0.736  0.612  0.555  0.930  0.817  0.000  0.000  0.0  0.047  Y   -1  0.250  (237,9,564,209)
  52  0.735  0.813  0.899  0.763  0.953  0.620  0.000  0.0  0.565  Y   -1  0.160  (201,219,462,379)
  53  0.735  0.617  0.589  0.876  0.850  0.000  0.000  0.0  0.055  Y   -1  0.250  (226,20,553,220)
  54  0.734  0.801  0.892  0.796  0.938  0.630  0.000  0.0  0.566  Y   -1  0.160  (196,220,457,380)
  55  0.733  0.851  0.923  0.645  0.991  0.568  0.000  0.0  0.554  Y   -1  0.160  (241,216,502,376)
  56  0.731  0.667  0.570  0.898  0.851  0.125  0.000  0.0  0.074  Y   -1  0.250  (86,79,413,279)
  57  0.730  0.767  0.834  0.862  0.884  0.579  0.000  0.0  0.555  Y   -1  0.160  (165,208,426,368)
  58  0.730  0.831  0.774  0.883  0.884  0.665  0.000  0.0  0.545  Y   -1  0.160  (284,240,545,400)
  59  0.729  0.795  0.766  0.918  0.845  0.611  0.000  0.0  0.540  Y   -1  0.160  (318,235,579,395)
  60  0.728  0.595  0.587  0.967  0.718  0.004  0.000  0.0  0.065  Y   -1  0.250  (135,26,462,226)
  61  0.727  0.839  0.701  0.900  0.818  0.570  0.000  0.0  0.572  Y   -1  0.250  (85,161,412,361)
  62  0.724  0.671  0.818  0.946  0.691  0.359  0.000  0.0  0.515  Y   -1  0.160  (393,211,654,371)
  63  0.717  0.619  0.550  0.996  0.603  0.000  0.000  0.0  0.033  Y   -1  0.250  (316,20,643,220)
  64  0.716  0.554  0.546  0.921  0.836  0.000  0.000  0.0  0.052  Y   -1  0.250  (202,0,529,200)
  65  0.713  0.558  0.544  0.993  0.701  0.000  0.000  0.0  0.057  Y   -1  0.250  (144,0,471,200)
  66  0.709  0.723  0.564  0.859  0.904  0.336  0.000  0.0  0.195  Y   -1  0.250  (51,111,378,311)
  67  0.705  0.761  0.807  0.829  0.920  0.661  0.000  0.0  0.551  Y   -1  0.160  (270,237,531,397)
  68  0.696  0.747  0.831  0.796  0.937  0.674  0.000  0.0  0.558  Y   -1  0.160  (243,236,504,396)
  69  0.689  0.575  0.511  0.942  0.759  0.103  0.000  0.0  0.063  Y   -1  0.250  (77,55,404,255)
  70  0.689  0.633  0.860  0.871  0.896  0.625  0.000  0.0  0.542  Y   -1  0.122  (202,239,430,379)
  71  0.686  0.716  0.806  0.833  0.918  0.689  0.000  0.0  0.555  Y   -1  0.160  (245,240,506,400)
  72  0.684  0.583  0.524  0.952  0.644  0.060  0.000  0.0  0.055  Y   -1  0.250  (98,22,425,222)
  73  0.683  0.712  0.829  0.798  0.930  0.680  0.000  0.0  0.560  Y   -1  0.160  (235,236,496,396)
  74  0.679  0.812  0.548  0.778  0.951  0.558  0.000  0.0  0.514  Y   -1  0.250  (38,150,365,350)
  75  0.672  0.659  0.460  0.878  0.891  0.328  0.000  0.0  0.155  Y   -1  0.250  (7,107,334,307)
  76  0.658  0.606  0.416  0.853  0.907  0.232  0.000  0.0  0.058  Y   -1  0.250  (12,82,339,282)
  77  0.651  0.591  0.430  0.812  0.934  0.222  0.000  0.0  0.060  Y   -1  0.250  (31,76,358,276)
  78  0.650  0.549  0.482  0.943  0.524  0.000  0.000  0.0  0.027  Y   -1  0.250  (327,0,654,200)
  79  0.649  0.492  0.423  0.992  0.709  0.107  0.000  0.0  0.044  Y   -1  0.250  (59,20,386,220)
  80  0.649  0.568  0.438  0.814  0.933  0.205  0.000  0.0  0.059  Y   -1  0.250  (43,67,370,267)
  81  0.638  0.737  0.467  0.786  0.947  0.569  0.000  0.0  0.497  Y   -1  0.250  (7,149,334,349)
  82  0.637  0.482  0.480  0.988  0.547  0.045  0.000  0.0  0.044  Y   -1  0.250  (90,0,417,200)
  83  0.634  0.722  0.572  0.745  0.960  0.630  0.000  0.0  0.563  Y   -1  0.250  (43,163,370,363)
  84  0.633  0.545  0.353  0.859  0.904  0.201  0.000  0.0  0.046  Y   -1  0.250  (0,61,327,261)
  85  0.629  0.647  0.552  0.909  0.862  0.664  0.000  0.0  0.535  Y   -1  0.160  (82,209,343,369)
  86  0.624  0.687  0.638  0.849  0.691  0.586  0.000  0.0  0.526  Y   -1  0.160  (362,240,623,400)
  87  0.612  0.449  0.317  0.939  0.826  0.156  0.000  0.0  0.033  Y   -1  0.250  (0,29,327,229)
  88  0.606  0.575  0.548  0.879  0.867  0.615  0.000  0.0  0.530  Y   -1  0.160  (75,199,336,359)
  89  0.594  0.464  0.358  0.940  0.615  0.110  0.000  0.0  0.032  Y   -1  0.250  (42,0,369,200)
  90  0.572  0.518  0.539  0.922  0.655  0.544  0.000  0.0  0.518  Y   -1  0.160  (393,240,654,400)
  91  0.552  0.395  0.312  0.899  0.632  0.118  0.000  0.0  0.024  Y   -1  0.250  (10,0,337,200)
  92  0.213  0.334  0.431  0.741  0.192  0.961  0.080  0.0  0.884  N    0  0.160  (0,239,261,399)
  93  0.186  0.097  0.288  0.782  0.301  0.848  0.047  0.0  0.795  N    0  0.090  (3,280,199,400)
  94  0.164  0.592  0.499  0.551  0.123  0.923  0.189  0.0  0.752  N    0  0.250  (9,198,336,398)
  95  0.150  0.066  0.258  0.761  0.389  0.774  0.103  0.0  0.642  N    0  0.062  (0,300,163,400)
  96  0.119  0.282  0.373  0.792  0.215  0.917  0.199  0.0  0.718  N    0  0.122  (0,256,228,396)
  97  0.076  0.442  0.456  0.659  0.161  0.901  0.283  0.0  0.655  N    0  0.160  (29,240,290,400)
  98  0.040  0.000  0.296  0.769  0.508  0.717  0.270  0.0  0.428  N    0  0.040  (5,320,135,400)
  99  0.010  0.657  0.571  0.473  0.103  0.879  0.407  0.0  0.562  N    0  0.250  (43,200,370,400)
 100  -0.070  0.015  0.212  0.791  0.313  0.643  0.376  0.0  0.405  N    0  0.062  (38,300,201,400)
